@relation concentric-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute class {m,u}

@data
0.089289,0.45911,m
0.256442,0.723595,m
0.576705,0.125678,m
0.286394,0.826245,m
0.670908,0.145579,m
0.14338,0.276452,m
0.909278,0.542011,m
0.279116,0.834511,m
0.210574,0.771136,m
0.901818,0.362188,m
0.076214,0.339453,m
0.490798,0.028161,m
0.306874,0.059509,m
0.014003,0.485642,m
0.912807,0.264731,m
0.677685,0.08328,m
0.452432,0.064421,m
0.863778,0.56894,m
0.200948,0.817982,m
0.875092,0.796586,m
0.037108,0.324827,m
0.31432,0.259013,m
0.72273,0.927061,m
0.324257,0.136797,m
0.626485,0.104259,m
0.161128,0.489575,m
0.886557,0.282612,m
0.44801,0.054007,m
0.227627,0.306515,m
0.688631,0.061324,m
0.157454,0.808043,m
0.282099,0.916765,m
0.794608,0.824285,m
0.834412,0.698366,m
0.136948,0.54894,m
0.135495,0.734426,m
0.923908,0.537879,m
0.172968,0.658068,m
0.653217,0.81303,m
0.038433,0.457136,m
0.888331,0.258725,m
0.1919,0.270139,m
0.986725,0.431721,m
0.068478,0.325145,m
0.065943,0.398468,m
0.333817,0.841152,m
0.200616,0.3448,m
0.185744,0.793875,m
0.437776,0.008974,m
0.19056,0.351401,m
0.813394,0.888613,m
0.944275,0.513248,m
0.688139,0.945278,m
0.184598,0.122477,m
0.552044,0.036659,m
0.348895,0.220513,m
0.908135,0.411701,m
0.249182,0.847862,m
0.1183,0.27918,m
0.561462,0.039077,m
0.725475,0.064899,m
0.579947,0.082143,m
0.442506,0.041775,m
0.438632,0.945339,m
0.948644,0.468108,m
0.890398,0.590458,m
0.633474,0.824917,m
0.110782,0.75227,m
0.786789,0.639127,m
0.201493,0.221527,m
0.146218,0.580623,m
0.109373,0.526942,m
0.229058,0.293276,m
0.070147,0.610307,m
0.822215,0.327307,m
0.049266,0.65335,m
0.526992,0.004486,m
0.977258,0.493219,m
0.637814,0.875325,m
0.702045,0.057133,m
0.636864,0.86877,m
0.352401,0.188419,m
0.296584,0.832514,m
0.558782,0.906219,m
0.129061,0.170007,m
0.308277,0.90481,m
0.270524,0.806532,m
0.880807,0.561153,m
0.799797,0.272137,m
0.413426,0.060828,m
0.614571,0.855458,m
0.264219,0.755502,m
0.902254,0.553337,m
0.967039,0.516176,m
0.391426,0.943546,m
0.898333,0.431412,m
0.945983,0.481964,m
0.329185,0.759864,m
0.410464,0.028854,m
0.1612,0.339834,m
0.609617,0.079802,m
0.18802,0.276959,m
0.335981,0.227716,m
0.765181,0.309826,m
0.320002,0.824989,m
0.329687,0.962144,m
0.542839,0.200155,m
0.174401,0.353983,m
0.328144,0.838979,m
0.290331,0.880646,m
0.782406,0.329353,m
0.213708,0.660331,m
0.326029,0.173549,m
0.814732,0.542149,m
0.651858,0.9223,m
0.101229,0.437742,m
0.132181,0.304581,m
0.921712,0.359855,m
0.374572,0.08274,m
0.159701,0.823344,m
0.837061,0.323477,m
0.600675,0.931097,m
0.885916,0.70789,m
0.313525,0.744136,m
0.139044,0.335681,m
0.298951,0.790188,m
0.303643,0.06962,m
0.297285,0.901139,m
0.298018,0.798431,m
0.904006,0.226452,m
0.953808,0.480815,m
0.109143,0.592937,m
0.065392,0.553505,m
0.937289,0.523166,m
0.304533,0.076673,m
0.856672,0.675715,m
0.902154,0.26109,m
0.633722,0.043406,m
0.783509,0.266731,m
0.699495,0.931823,m
0.059128,0.73232,m
0.570421,0.028274,m
0.649505,0.872479,m
0.321958,0.217963,m
0.773248,0.189361,m
0.438548,0.061356,m
0.523177,0.066999,m
0.068106,0.650155,m
0.385295,0.821645,m
0.525671,0.075349,m
0.562365,0.007298,m
0.469823,0.044572,m
0.890161,0.231898,m
0.183625,0.17509,m
0.107157,0.236952,m
0.685623,0.053534,m
0.244383,0.292172,m
0.930078,0.495571,m
0.467377,0.154235,m
0.634902,0.844725,m
0.291279,0.183532,m
0.466145,0.09746,m
0.837649,0.64062,m
0.058373,0.726416,m
0.779596,0.134197,m
0.583505,0.939602,m
0.151192,0.788092,m
0.68908,0.825341,m
0.634801,0.22073,m
0.216182,0.792658,m
0.627323,0.066579,m
0.126317,0.782472,m
0.082109,0.374171,m
0.751732,0.297208,m
0.464896,0.870971,m
0.354894,0.812137,m
0.067326,0.397657,m
0.389418,0.140181,m
0.337962,0.790814,m
0.188717,0.350491,m
0.431058,0.083787,m
0.959905,0.638657,m
0.454063,0.849696,m
0.892912,0.685713,m
0.807469,0.638191,m
0.827847,0.177749,m
0.022948,0.574813,m
0.574489,0.129941,m
0.870617,0.398023,m
0.513372,0.967474,m
0.254724,0.192676,m
0.937373,0.71829,m
0.084749,0.273867,m
0.861904,0.54697,m
0.600164,0.143218,m
0.596298,0.046082,m
0.958511,0.489488,m
0.675428,0.12075,m
0.561471,0.030661,m
0.126315,0.756132,m
0.858297,0.718722,m
0.783738,0.136221,m
0.177124,0.480432,m
0.675711,0.232524,m
0.717602,0.776262,m
0.867429,0.523983,m
0.765951,0.488333,u
0.691828,0.637452,u
0.332723,0.422916,u
0.514188,0.345589,u
0.464091,0.240209,u
0.539602,0.341788,u
0.351257,0.611841,u
0.683305,0.609873,u
0.635437,0.351582,u
0.769861,0.506228,u
0.498221,0.390211,u
0.68449,0.408417,u
0.472113,0.648173,u
0.448131,0.680392,u
0.360838,0.434109,u
0.545052,0.60593,u
0.482749,0.216694,u
0.558682,0.39053,u
0.417491,0.619087,u
0.526275,0.577671,u
0.492785,0.324575,u
0.42128,0.396408,u
0.655378,0.481468,u
0.631323,0.383875,u
0.371331,0.343014,u
0.707094,0.4284,u
0.282099,0.52539,u
0.428234,0.771395,u
0.495231,0.322133,u
0.534603,0.240634,u
0.743987,0.538664,u
0.293225,0.455027,u
0.539665,0.25784,u
0.733936,0.434275,u
0.667774,0.305723,u
0.781544,0.530597,u
0.321116,0.405628,u
0.609486,0.690885,u
0.214253,0.553195,u
0.442627,0.438282,u
0.532952,0.405736,u
0.26137,0.645217,u
0.286801,0.358607,u
0.460066,0.375027,u
0.252951,0.411763,u
0.559433,0.494462,u
0.460247,0.604176,u
0.43421,0.759256,u
0.667481,0.729841,u
0.465637,0.43905,u
0.715782,0.365457,u
0.690664,0.359862,u
0.443252,0.60531,u
0.386103,0.468147,u
0.741974,0.344938,u
0.534815,0.735732,u
0.536398,0.308803,u
0.618894,0.71572,u
0.341863,0.535178,u
0.364957,0.488285,u
0.261539,0.35464,u
0.404293,0.591708,u
0.23058,0.390257,u
0.534533,0.517237,u
0.608788,0.485317,u
0.676916,0.7373,u
0.369665,0.714635,u
0.642709,0.419426,u
0.464331,0.717754,u
0.706191,0.679843,u
0.4348,0.223785,u
0.281112,0.426988,u
0.727089,0.365956,u
0.504595,0.747227,u
0.747341,0.335103,u
0.252124,0.56056,u
0.474623,0.249021,u
0.717132,0.582261,u
0.297022,0.393109,u
0.360659,0.321044,u
0.381964,0.754685,u
0.561271,0.607667,u
0.533778,0.425699,u
0.715311,0.329813,u
0.620127,0.591948,u
0.555372,0.409636,u
0.443618,0.786776,u
0.62597,0.634937,u
0.794915,0.468619,u
0.248306,0.649023,u
0.390631,0.679028,u
0.419561,0.27077,u
0.370003,0.524453,u
0.753057,0.359221,u
0.57449,0.210685,u
0.451879,0.48359,u
0.614288,0.289256,u
0.697969,0.618013,u
0.560778,0.705071,u
0.414573,0.705636,u
0.539416,0.41283,u
0.24331,0.42875,u
0.488188,0.274198,u
0.447408,0.333709,u
0.798149,0.469534,u
0.5073,0.749429,u
0.407946,0.589082,u
0.36501,0.629611,u
0.696608,0.555284,u
0.688887,0.379285,u
0.579873,0.487637,u
0.209202,0.539257,u
0.579627,0.465717,u
0.257493,0.606257,u
0.518218,0.743943,u
0.509218,0.465362,u
0.527761,0.536737,u
0.456204,0.316867,u
0.590135,0.384196,u
0.257374,0.583765,u
0.468723,0.786978,u
0.542667,0.625283,u
0.307413,0.457965,u
0.259501,0.475465,u
0.301478,0.451855,u
0.783111,0.545851,u
0.586573,0.533652,u
0.661605,0.419015,u
0.421563,0.309684,u
0.728528,0.337562,u
0.393437,0.255891,u
0.600235,0.380851,u
0.465339,0.750634,u
0.555531,0.492569,u
0.47148,0.563936,u
0.737767,0.646999,u
0.512082,0.67779,u
0.353057,0.628928,u
0.497133,0.761381,u
0.236246,0.602662,u
0.525693,0.695816,u
0.260914,0.407742,u
0.334961,0.284601,u
0.270839,0.455458,u
0.494317,0.405121,u
0.249632,0.56112,u
0.601795,0.511933,u
0.295825,0.459301,u
0.597485,0.617422,u
0.42932,0.432711,u
0.338291,0.611569,u
0.573387,0.390386,u
0.648614,0.500777,u
0.304065,0.433535,u
0.581822,0.774349,u
0.335739,0.334002,u
0.624108,0.266332,u
0.768565,0.463488,u
0.298241,0.449926,u
0.578092,0.392611,u
0.715481,0.49656,u
0.672673,0.448365,u
0.329375,0.629093,u
0.313929,0.506784,u
0.259465,0.433664,u
0.388744,0.727711,u
0.417151,0.743721,u
0.682956,0.592148,u
0.44271,0.395677,u
0.675482,0.679781,u
0.47194,0.650478,u
0.286384,0.54545,u
0.269973,0.325546,u
0.646972,0.61849,u
0.304511,0.366924,u
0.740824,0.383036,u
0.303995,0.516325,u
0.586075,0.74079,u
0.370544,0.360043,u
0.278989,0.441853,u
0.492853,0.647239,u
0.385619,0.585477,u
0.603463,0.724108,u
0.268139,0.449823,u
0.369343,0.511998,u
0.715172,0.531512,u
0.471805,0.757317,u
0.502844,0.426091,u
0.400189,0.497662,u
0.661556,0.54398,u
0.284482,0.425549,u
0.67722,0.541231,u
0.299823,0.437784,u
0.61156,0.420411,u
0.640442,0.276127,u
0.270127,0.350169,u
0.723039,0.630575,u
0.447425,0.333297,u
0.508192,0.436424,u
0.665256,0.390843,u
0.430902,0.640609,u
0.517802,0.293337,u
0.538904,0.3117,u
0.516504,0.411331,u
0.305075,0.522771,u
0.576573,0.599547,u
0.269029,0.534113,u
0.21782,0.496467,u
0.340512,0.376908,u
0.625496,0.488155,u
0.616612,0.599583,u
0.602471,0.308963,u
0.346342,0.671955,u
0.646618,0.658566,u
0.411184,0.683458,u
0.770027,0.38841,u
0.289004,0.518113,u
0.613473,0.272438,u
0.682335,0.661689,u
0.211395,0.541755,u
0.613103,0.60369,u
0.366861,0.326652,u
0.348539,0.610719,u
0.471791,0.644001,u
0.613475,0.255056,u
0.666894,0.519626,u
0.677594,0.429238,u
0.763092,0.415416,u
0.440975,0.640834,u
0.611863,0.427483,u
0.38205,0.42015,u
0.481668,0.795778,u
0.526444,0.248724,u
0.319134,0.390314,u
0.403155,0.661222,u
0.740752,0.337475,u
0.340519,0.262104,u
0.415266,0.664444,u
0.341594,0.67901,u
0.479363,0.268688,u
0.750168,0.612705,u
0.683849,0.298317,u
0.7253,0.520532,u
0.429058,0.28714,u
0.397877,0.394264,u
0.689209,0.326548,u
0.576657,0.345962,u
0.65642,0.35035,u
0.560483,0.258808,u
0.320861,0.550078,u
0.534766,0.357007,u
0.645413,0.306674,u
0.550851,0.575775,u
0.486118,0.452793,u
0.25479,0.352757,u
0.465414,0.366304,u
0.547675,0.481268,u
0.374877,0.620285,u
0.436738,0.404471,u
0.524926,0.233878,u
0.488384,0.323133,u
0.369891,0.258909,u
0.594277,0.772563,u
0.22535,0.488932,u
0.308725,0.36666,u
0.670031,0.582886,u
0.418005,0.491129,u
0.65803,0.247795,u
0.431489,0.647731,u
0.367455,0.665438,u
0.332457,0.625981,u
0.60302,0.718637,u
0.498772,0.640483,u
0.5541,0.614414,u
0.486471,0.44893,u
0.630061,0.71089,u
0.545366,0.456106,u
0.281973,0.420008,u
0.597648,0.379876,u
0.430483,0.648976,u
0.462961,0.482765,u
0.654452,0.617715,u
0.6363,0.36665,u
0.415085,0.640858,u
0.672701,0.376723,u
0.405265,0.63304,u
0.337244,0.285078,u
0.460065,0.608105,u
0.362658,0.411535,u
0.522549,0.731603,u
0.628463,0.538792,u
0.583047,0.765599,u
0.278584,0.326886,u
0.623492,0.448724,u
0.571293,0.45567,u
0.302445,0.561707,u
0.506721,0.572069,u
0.334224,0.383218,u
0.699713,0.445235,u
0.715073,0.700911,u
0.396564,0.329942,u
0.517354,0.518677,u
0.676547,0.445164,u
0.520302,0.652696,u
0.359752,0.488769,u
0.29416,0.493155,u
0.530951,0.372132,u
