@relation phoneme-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute class {p,m}

@data
0.457925,0.477918,0.312721,0.336083,0.30698,p
0.352249,0.610406,0.267402,0.430843,0.293681,p
0.360652,0.399009,0.821665,0.701664,0.191859,p
0.362596,0.619014,0.534973,0.468225,0.588547,p
0.618091,0.409526,0.458393,0.441723,0.276057,p
0.330931,0.454377,0.620057,0.473157,0.271677,p
0.376776,0.614609,0.686295,0.490351,0.262646,p
0.570404,0.639175,0.286285,0.408777,0.361652,p
0.649698,0.279579,0.341012,0.377207,0.300211,p
0.384428,0.576723,0.292177,0.402108,0.290254,p
0.3232,0.309412,0.530605,0.907971,0.108781,p
0.409765,0.667797,0.249429,0.30921,0.29207,p
0.601657,0.54337,0.51068,0.595445,0.239914,p
0.368156,0.811677,0.281132,0.316592,0.279422,p
0.661506,0.369319,0.334316,0.377717,0.342736,p
0.329168,0.509676,0.582087,0.471712,0.320799,p
0.577681,0.49867,0.498275,0.521301,0.527186,p
0.7636,0.319491,0.341766,0.374708,0.333551,p
0.437158,0.552482,0.285555,0.425888,0.213296,p
0.740875,0.306792,0.334163,0.340544,0.350472,p
0.351584,0.803411,0.251298,0.426773,0.369312,p
0.336486,0.651971,0.500162,0.773567,0.184823,p
0.386863,0.61876,0.779848,0.223351,0.24708,p
0.380364,0.583782,0.496372,0.420775,0.380111,p
0.539367,0.716204,0.268031,0.318085,0.290526,p
0.351913,0.532112,0.482801,0.415418,0.3553,p
0.346598,0.60709,0.296251,0.31704,0.293741,p
0.323563,0.493609,0.595169,0.495193,0.320799,p
0.743956,0.4224,0.648731,0.30447,0.294181,p
0.566551,0.625291,0.504525,0.31606,0.370022,p
0.796575,0.321407,0.337192,0.389901,0.306486,p
0.586546,0.574296,0.311417,0.338393,0.302018,p
0.712401,0.480114,0.448579,0.392754,0.397949,p
0.502708,0.585789,0.279839,0.316228,0.359753,p
0.856244,0.357655,0.336787,0.339355,0.307843,p
0.713207,0.423743,0.31002,0.405103,0.36636,p
0.336937,0.290429,0.48647,0.878479,0.136975,p
0.416671,0.693264,0.266009,0.416123,0.262532,p
0.468752,0.55452,0.293395,0.412248,0.279036,p
0.336973,0.336851,0.537513,0.82825,0.144344,p
0.630665,0.480785,0.416223,0.391215,0.30117,p
0.313448,0.287159,0.447802,0.771375,0.620871,p
0.693818,0.371779,0.424892,0.340242,0.339434,p
0.371415,0.695452,0.242661,0.304699,0.289988,p
0.359545,0.682623,0.27751,0.299657,0.289115,p
0.433536,0.372094,0.407085,0.343802,0.333996,p
0.667047,0.451134,0.326185,0.402386,0.302955,p
0.302913,0.276685,0.440151,0.480179,0.320799,p
0.351261,0.396125,0.62711,0.283002,0.272422,p
0.338317,0.436516,0.727961,0.242652,0.262585,p
0.558415,0.359091,0.343408,0.347196,0.333846,p
0.381143,0.624805,0.766801,0.246272,0.25859,p
0.332106,0.31328,0.687119,0.649638,0.498605,p
0.416671,0.523754,0.313691,0.326739,0.347416,p
0.384545,0.607617,0.48809,0.413554,0.295933,p
0.318391,0.384575,0.701539,0.815948,0.15269,p
0.357382,0.595081,0.484829,0.429256,0.288535,p
0.177816,0.108304,0.284983,0.326409,0.298612,p
0.320072,0.325713,0.550936,0.716408,0.188043,p
0.674614,0.198561,0.390662,0.382033,0.343167,p
0.564392,0.517588,0.51819,0.449228,0.419295,p
0.678425,0.400599,0.333745,0.387038,0.343963,p
0.350078,0.487334,0.823441,0.213785,0.320799,p
0.520428,0.434831,0.443257,0.443031,0.222047,p
0.394786,0.628479,0.274869,0.425686,0.263162,p
0.462281,0.66592,0.305354,0.324989,0.295078,p
0.62971,0.484338,0.307457,0.411262,0.295257,p
0.540989,0.402638,0.441697,0.418784,0.279903,p
0.480869,0.647843,0.282786,0.271856,0.545174,p
0.518878,0.448656,0.449089,0.443915,0.223177,p
0.377259,0.793884,0.238706,0.290431,0.320799,p
0.379065,0.700418,0.242851,0.428698,0.284252,p
0.751306,0.34195,0.451288,0.597535,0.24714,p
0.425256,0.672959,0.280072,0.419982,0.262721,p
0.339229,0.615885,0.551907,0.302376,0.375418,p
0.364418,0.415368,0.824837,0.230798,0.405049,p
0.417892,0.412023,0.433323,0.336093,0.338097,p
0.364681,0.535865,0.290419,0.323795,0.320799,p
0.340103,0.431284,0.636763,0.250215,0.320799,p
0.323458,0.367093,0.717875,0.646479,0.320799,p
0.534993,0.627487,0.256328,0.313088,0.345839,p
0.429025,0.474556,0.315569,0.331536,0.320799,p
0.8262,0.333409,0.408262,0.421143,0.301466,p
0.619394,0.346222,0.404063,0.39001,0.302839,p
0.277298,0.330629,0.59862,0.886857,0.070983,p
0.314316,0.287132,0.456127,0.500093,0.106641,p
0.307767,0.335219,0.229535,0.89888,0.320799,p
0.429537,0.322673,0.611511,0.841473,0.157908,p
0.755296,0.176554,0.340463,0.34041,0.341372,p
0.312001,0.30978,0.261291,0.872123,0.132903,p
0.434919,0.378896,0.401074,0.377492,0.342085,p
0.52869,0.590671,0.292059,0.407314,0.378331,p
0.780057,0.494223,0.306973,0.435279,0.410365,p
0.790352,0.291554,0.340816,0.341848,0.338263,p
0.325353,0.328658,0.54575,0.808929,0.167436,p
0.348689,0.456342,0.472436,0.444533,0.416894,p
0.552529,0.513979,0.493693,0.540434,0.556112,p
0.467893,0.614667,0.6186,0.543951,0.263735,p
0.328437,0.360485,0.574466,0.687358,0.203681,p
0.436463,0.715832,0.293831,0.32182,0.290733,p
0.319682,0.413909,0.750444,0.232864,0.320799,p
0.329111,0.32693,0.530297,0.855597,0.320799,p
0.34867,0.462323,0.554002,0.291045,0.453622,p
0.615985,0.619144,0.266466,0.402064,0.291901,p
0.500061,0.369176,0.412752,0.334964,0.351173,p
0.349412,0.308331,0.682955,0.685518,0.125056,p
0.395726,0.651466,0.521564,0.427965,0.36825,p
0.344699,0.531292,0.609193,0.786327,0.161231,p
0.266648,0.439893,0.778004,0.133924,0.320799,p
0.367711,0.602136,0.766917,0.235373,0.255289,p
0.791915,0.1881,0.386845,0.389436,0.305727,p
0.342869,0.383039,0.71536,0.541632,0.447931,p
0.361992,0.340859,0.692681,0.613619,0.230191,p
0.363914,0.398294,0.93526,0.585206,0.228592,p
0.384189,0.58646,0.824535,0.229953,0.248225,p
0.362217,0.700798,0.256092,0.439815,0.28233,p
0.403357,0.560694,0.299759,0.326657,0.320799,p
0.370171,0.566255,0.301358,0.409304,0.298259,p
0.356683,0.415245,0.920338,0.180292,0.320799,p
0.442638,0.54834,0.55337,0.301837,0.281765,p
0.340691,0.548173,0.572147,0.464914,0.273013,p
0.400025,0.658924,0.264406,0.312778,0.367359,p
0.892554,0.316533,0.336155,0.383229,0.341326,p
0.329963,0.511351,0.588433,0.469073,0.270478,p
0.377562,0.54502,0.609772,0.460503,0.368841,p
0.713047,0.431743,0.314582,0.341947,0.320799,p
0.326187,0.453883,0.705468,0.529954,0.320799,p
0.481244,0.627563,0.27514,0.433612,0.552993,p
0.602456,0.544717,0.296892,0.326998,0.295161,p
0.404701,0.812569,0.269714,0.299107,0.470621,p
0.264531,0.493802,0.747393,0.51744,0.320799,p
0.407317,0.757443,0.537206,0.288662,0.498939,p
0.482446,0.774664,0.238375,0.422259,0.361202,p
0.78689,0.421519,0.467026,0.472295,0.287377,p
0.314557,0.360962,0.794923,0.556722,0.234263,p
0.338697,0.336581,0.529183,0.229635,0.809323,p
0.527351,0.460679,0.459761,0.446067,0.251634,p
0.673426,0.555202,0.440085,0.574843,0.259593,p
0.329972,0.296611,0.43678,0.581416,0.68659,p
0.318653,0.396153,0.833447,0.190328,0.166718,p
0.325525,0.40565,0.825192,0.209798,0.251199,p
0.326365,0.439482,0.63424,0.274076,0.282716,p
0.58563,0.617009,0.465217,0.409138,0.287846,p
0.351395,0.449711,0.584781,0.460879,0.184975,p
0.345838,0.552589,0.271742,0.438076,0.290214,p
0.78185,0.35438,0.441665,0.339104,0.340801,p
0.66355,0.43012,0.434318,0.334827,0.305433,p
0.313647,0.289605,0.428174,0.557045,0.81359,p
0.552548,0.514075,0.49372,0.540472,0.556057,p
0.69144,0.378243,0.335452,0.377133,0.345288,p
0.314334,0.284317,0.454298,0.49941,0.08086,p
0.5695,0.637733,0.287086,0.409041,0.361544,p
0.309146,0.342091,0.205703,0.951691,0.320799,p
0.435496,0.554841,0.286982,0.4133,0.253486,p
0.580197,0.622911,0.471505,0.410779,0.286037,p
0.327866,0.332077,0.873026,0.211377,0.420231,p
0.470855,0.414854,0.41403,0.403691,0.298415,p
0.48703,0.373631,0.331835,0.383469,0.320799,p
0.533982,0.453499,0.420996,0.39441,0.279002,p
0.338849,0.429429,0.711975,0.248685,0.258412,p
0.578187,0.62931,0.288491,0.410071,0.361123,p
0.400603,0.607656,0.582407,0.286229,0.279087,p
0.356311,0.534583,0.640981,0.244937,0.250308,p
0.406788,0.622365,0.726306,0.26405,0.261142,p
0.33089,0.433483,0.89226,0.190469,0.216078,p
0.589503,0.612644,0.287948,0.295071,0.501395,p
0.494086,0.684679,0.257622,0.523139,0.442587,p
0.705573,0.305622,0.412609,0.341044,0.339631,p
0.334404,0.523779,0.582443,0.449528,0.279767,p
0.389781,0.5774,0.824347,0.225124,0.245896,p
0.429835,0.328114,0.628522,0.873334,0.15774,p
0.332317,0.311958,0.467119,0.692251,0.582175,p
0.334023,0.328495,0.442036,0.564013,0.586639,p
0.492925,0.361931,0.411412,0.405883,0.298882,p
0.408848,0.730729,0.286676,0.322144,0.28915,p
0.74987,0.435962,0.441754,0.448097,0.375137,p
0.352326,0.397822,0.703947,0.56241,0.45865,p
0.728625,0.300556,0.490347,0.589932,0.236683,p
0.409406,0.556582,0.277415,0.433433,0.231731,p
0.355595,0.308468,0.54092,0.807897,0.187196,p
0.75713,0.194097,0.394411,0.379128,0.340195,p
0.426248,0.523697,0.55445,0.461427,0.382148,p
0.681366,0.321784,0.340501,0.343677,0.309262,p
0.393449,0.736366,0.199513,0.476974,0.269463,p
0.419298,0.737825,0.564928,0.278169,0.374837,p
0.35094,0.30931,0.702973,0.647863,0.566645,p
0.403154,0.580301,0.531218,0.304699,0.290093,p
0.395847,0.613252,0.496476,0.434064,0.370889,p
0.318817,0.285664,0.444293,0.552351,0.719559,p
0.267604,0.59367,0.562049,0.458796,0.320799,p
0.564492,0.622593,0.264372,0.407439,0.294927,p
0.327938,0.508568,0.593337,0.499356,0.320799,p
0.389512,0.765553,0.23535,0.298603,0.27388,p
0.740763,0.306693,0.334174,0.340642,0.350561,p
0.485846,0.358935,0.334559,0.378735,0.343464,p
0.325026,0.323448,0.504135,0.180957,0.789817,p
0.68874,0.404347,0.518797,0.309464,0.376086,p
0.307335,0.304435,0.527604,0.511053,0.440306,p
0.362863,0.415208,0.753088,0.237318,0.256573,p
0.389815,0.85385,0.222096,0.462249,0.441645,p
0.352669,0.393609,0.831884,0.593999,0.425938,p
0.39528,0.755618,0.243674,0.30165,0.277425,p
0.337197,0.552611,0.561046,0.542435,0.2348,p
0.283478,0.300001,0.438445,0.477957,0.107791,p
0.473087,0.686423,0.273827,0.295988,0.556082,p
0.330818,0.476565,0.728108,0.219199,0.254369,p
0.963074,0.190406,0.460169,0.330028,0.304303,p
0.544235,0.372135,0.452409,0.33296,0.304382,p
0.390171,0.575186,0.564622,0.240785,0.790586,p
0.628687,0.51284,0.461464,0.415854,0.44635,p
0.345835,0.430286,0.929264,0.180886,0.226686,p
0.331131,0.501318,0.763269,0.563452,0.320799,p
0.317555,0.386081,0.760933,0.614525,0.187287,p
0.389209,0.579381,0.510056,0.439042,0.370856,p
0.657307,0.521237,0.558543,0.290161,0.288541,p
0.335718,0.460046,0.904581,0.194821,0.224968,p
0.858791,0.35276,0.418143,0.556351,0.270602,p
0.411863,0.688879,0.265398,0.279142,0.613002,p
0.835499,0.178325,0.424221,0.497709,0.277985,p
0.470707,0.541591,0.311556,0.326955,0.299794,p
0.360349,0.473038,0.871095,0.222659,0.460555,p
0.564867,0.519905,0.504085,0.422275,0.409862,p
0.383063,0.610904,0.749141,0.516537,0.483901,p
0.616245,0.389035,0.514219,0.724012,0.209318,p
0.83217,0.330219,0.336159,0.3997,0.304302,p
0.667257,0.423811,0.337474,0.382628,0.33976,p
0.584783,0.559852,0.309112,0.390377,0.36026,p
0.795242,0.287787,0.178528,0.473987,0.257616,p
0.400218,0.684828,0.24305,0.305062,0.287603,p
0.427552,0.679014,0.668684,0.261117,0.320799,p
0.325351,0.296273,0.46813,0.179784,0.704819,p
0.862263,0.320788,0.328812,0.323434,0.470185,p
0.363833,0.60391,0.276459,0.409994,0.35429,p
0.31753,0.311208,0.470966,0.534528,0.320799,p
0.416149,0.444316,0.31956,0.337433,0.308285,p
0.540948,0.402596,0.441697,0.418784,0.279963,p
0.32054,0.38758,0.526482,0.800015,0.151904,p
0.339995,0.795374,0.262009,0.452091,0.529169,p
0.320101,0.315954,0.456089,0.535357,0.320799,p
0.657094,0.306457,0.393494,0.386324,0.283554,p
0.319807,0.330305,0.503454,0.821277,0.164633,p
0.465167,0.493939,0.318166,0.337501,0.344644,p
0.639716,0.328168,0.3416,0.345064,0.311335,p
0.541676,0.472288,0.306202,0.33105,0.347565,p
0.871268,0.316011,0.581234,0.298794,0.296638,p
0.373679,0.755704,0.256389,0.588498,0.233144,p
0.390415,0.552405,0.588998,0.437506,0.320799,p
0.406247,0.574327,0.518032,0.301898,0.289582,p
0.308135,0.340579,0.651811,0.714717,0.320799,p
0.707126,0.193971,0.405933,0.403692,0.304153,p
0.407469,0.558277,0.628589,0.260732,0.195319,p
0.449009,0.50187,0.436486,0.384653,0.320799,p
0.355215,0.656959,0.263664,0.294278,0.272557,p
0.724969,0.284339,0.398067,0.40748,0.303716,p
0.333962,0.549432,0.63713,0.583758,0.201264,p
0.420172,0.6394,0.298992,0.406071,0.358329,p
0.686606,0.191627,0.405644,0.398684,0.299651,p
0.353073,0.694917,0.256738,0.299827,0.286831,p
0.471778,0.674625,0.286264,0.323456,0.293945,p
0.333831,0.515758,0.605768,0.248216,0.320799,p
0.365936,0.76447,0.278735,0.317421,0.36539,p
0.461797,0.630199,0.295872,0.401574,0.280561,p
0.524716,0.40221,0.325816,0.380125,0.320799,p
0.429989,0.617731,0.267521,0.315708,0.320799,p
0.324772,0.427629,0.542137,0.655785,0.197089,p
0.360615,0.402403,0.823137,0.612403,0.465793,p
0.602584,0.610534,0.521153,0.314077,0.371046,p
0.340797,0.388974,0.855615,0.238343,0.244117,p
0.333495,0.297972,0.445612,0.67691,0.831197,p
0.318004,0.303128,0.461509,0.20502,0.764121,p
0.334189,0.557062,0.494076,0.423654,0.293207,p
0.499068,0.635808,0.270974,0.320127,0.294274,p
0.359438,0.452358,0.826414,0.183535,0.320799,p
0.74956,0.402968,0.413179,0.377571,0.3079,p
0.381456,0.755663,0.204938,0.438681,0.270458,p
0.334549,0.383244,0.812659,0.202735,0.320799,p
0.351322,0.552154,0.469738,0.420621,0.286564,p
0.314865,0.320384,0.448184,0.591662,0.578405,p
0.761705,0.334869,0.419546,0.342625,0.343072,p
0.270045,0.1743,0.206557,0.135878,0.163997,p
0.947453,0.163746,0.393328,0.340048,0.307069,p
0.424044,0.761912,0.266859,0.314661,0.367566,p
0.380497,0.59775,0.299583,0.401692,0.375489,p
0.312162,0.337438,0.622138,0.857501,0.114535,p
0.316231,0.292954,0.469355,0.474085,0.611773,p
0.320848,0.32793,0.463718,0.181195,0.848439,p
0.39564,0.829456,0.242091,0.505615,0.272923,p
0.335057,0.329415,0.478593,0.238946,0.320799,p
0.365405,0.561393,0.675749,0.25407,0.388714,p
0.309142,0.305109,0.525792,0.64428,0.320799,p
0.323821,0.344107,0.508422,0.758687,0.139756,p
0.126431,0.465076,0.29736,0.318764,0.283391,p
0.385136,0.806401,0.242614,0.289186,0.231897,p
0.31047,0.308588,0.471168,0.815435,0.320799,p
0.700243,0.440926,0.439344,0.587439,0.251997,p
0.254802,0.761399,0.239355,0.283758,0.278169,p
0.275225,0.354015,0.678531,0.630385,0.320799,p
0.310159,0.316163,0.5813,0.891255,0.320799,p
0.320109,0.412872,0.735766,0.184407,0.182767,p
0.315536,0.511152,0.564474,0.514267,0.320799,p
0.831858,0.327349,0.402981,0.343541,0.311228,p
0.333779,0.402134,0.295619,0.275272,0.425989,p
0.816461,0.47512,0.310242,0.515488,0.276085,p
0.322292,0.400574,0.770005,0.18583,0.171979,p
0.798258,0.359482,0.624402,0.299894,0.294794,p
0.378758,0.7555,0.229513,0.44867,0.281207,p
0.690106,0.582278,0.307354,0.325988,0.298994,p
0.321149,0.319549,0.455885,0.53591,0.320799,p
0.336588,0.46871,0.309614,0.286531,0.43024,p
0.154783,0.387674,0.305315,0.436118,0.207929,p
0.31402,0.374275,0.597489,0.138329,0.230494,p
0.43094,0.56214,0.763153,0.247472,0.320799,p
0.605124,0.45,0.316259,0.388136,0.343941,p
0.402863,0.738252,0.536342,0.273131,0.285162,p
0.32532,0.325435,0.889763,0.198903,0.416218,p
0.462396,0.614828,0.485152,0.710008,0.212502,p
0.439095,0.522962,0.455223,0.400934,0.320799,p
0.310768,0.398343,0.44896,0.53652,0.593306,p
0.443319,0.450198,0.306858,0.398407,0.293822,p
0.484592,0.633142,0.281444,0.419019,0.57111,p
0.409117,0.609233,0.270879,0.309718,0.290903,p
0.269777,0.41786,0.836641,0.172124,0.320799,p
0.307673,0.314017,0.424545,0.470989,0.55095,p
0.496169,0.46139,0.502238,0.769384,0.196323,p
0.310785,0.319514,0.587039,0.267788,0.228164,p
0.759188,0.394864,0.318515,0.341829,0.308253,p
0.765571,0.193409,0.396992,0.38087,0.338976,p
0.443276,0.763781,0.26421,0.413968,0.440598,p
0.356265,0.388556,0.802227,0.609623,0.428665,p
0.374086,0.827595,0.259772,0.500552,0.271023,p
0.34709,0.598264,0.262342,0.43665,0.286785,p
0.705966,0.37233,0.441009,0.33249,0.309587,p
0.506138,0.564241,0.479385,0.520978,0.505929,p
0.496937,0.809197,0.249235,0.476068,0.251465,p
0.378104,0.748039,0.22338,0.449502,0.28087,p
0.329207,0.478405,0.86126,0.184494,0.23664,p
0.43925,0.47518,0.315522,0.333408,0.308069,p
0.352045,0.429168,0.841388,0.626148,0.218267,p
0.308491,0.295802,0.461908,0.110751,0.320799,p
0.87808,0.333708,0.334435,0.340925,0.309021,p
0.715048,0.195584,0.407057,0.396382,0.305443,p
0.338411,0.462757,0.911202,0.181762,0.320799,p
0.505859,0.398865,0.312858,0.382133,0.305755,p
0.371325,0.481341,0.805027,0.196867,0.320799,p
0.545921,0.566306,0.300706,0.328373,0.302306,p
0.428059,0.7343,0.530763,0.480784,0.4682,p
0.456587,0.656248,0.284913,0.458224,0.551677,p
0.329745,0.395492,0.841685,0.606734,0.448966,p
0.40229,0.793265,0.252542,0.429004,0.389338,p
0.488806,0.611796,0.286656,0.417977,0.273685,p
0.358212,0.640711,0.266304,0.423449,0.293116,p
0.40095,0.723565,0.514342,0.470682,0.565823,p
0.379236,0.612795,0.531184,0.30138,0.281367,p
0.536493,0.500685,0.313606,0.335799,0.343774,p
0.822886,0.291871,0.402287,0.406569,0.298578,p
0.707703,0.283528,0.393438,0.395561,0.305445,p
0.369001,0.66015,0.272789,0.30745,0.291537,p
0.824376,0.179391,0.392873,0.342396,0.334936,p
0.479562,0.367117,0.332481,0.376543,0.340541,p
0.623131,0.44539,0.414847,0.384535,0.304184,p
0.345627,0.742412,0.267607,0.315726,0.371909,p
0.629787,0.465431,0.526202,0.460889,0.25642,p
0.392761,0.678076,0.294749,0.321304,0.359009,p
0.35897,0.530782,0.814439,0.213282,0.320799,p
0.622437,0.683466,0.280673,0.44349,0.279252,p
0.562856,0.485068,0.318537,0.388102,0.300992,p
0.308281,0.295976,0.488413,0.161233,0.320799,p
0.654562,0.495849,0.323833,0.339364,0.343163,p
0.486068,0.676472,0.291639,0.322857,0.388782,p
0.318667,0.432192,0.682567,0.255187,0.320799,p
0.308599,0.316065,0.426781,0.473391,0.570209,p
0.402324,0.580532,0.290842,0.321989,0.320799,p
0.607099,0.335744,0.392045,0.405657,0.290062,p
0.827333,0.184019,0.393645,0.386494,0.294943,p
0.474737,0.559744,0.296285,0.406738,0.354354,p
0.81709,0.359047,0.453773,0.484342,0.273449,p
0.651607,0.567596,0.538724,0.304223,0.359208,p
0.344498,0.520059,0.88726,0.17845,0.320799,p
0.335034,0.317484,0.759342,0.558314,0.47273,p
0.62434,0.388966,0.433525,0.430167,0.607386,p
0.362161,0.888723,0.206848,0.276917,0.320799,p
0.315658,0.320813,0.590069,0.581315,0.527041,p
0.40292,0.775974,0.270852,0.316504,0.288972,p
0.357055,0.497441,0.469408,0.431965,0.320799,p
0.479903,0.436567,0.308844,0.332,0.305745,p
0.350294,0.544725,0.647842,0.506207,0.262834,p
0.504962,0.42077,0.320548,0.340612,0.306733,p
0.273211,0.196594,0.28738,0.23686,0.320799,p
0.417531,0.830106,0.273616,0.309925,0.363036,p
0.277566,0.466367,0.305304,0.528135,0.254307,p
0.482477,0.358312,0.342821,0.37413,0.303928,p
0.346055,0.489336,0.739958,0.233667,0.320799,p
0.409089,0.381425,0.718397,0.529684,0.417025,p
0.870768,0.169632,0.336577,0.339397,0.302918,p
0.524817,0.687916,0.27274,0.313418,0.292577,p
0.452052,0.636374,0.281781,0.326059,0.299847,p
0.381597,0.574857,0.602608,0.28036,0.276881,p
0.310786,0.321738,0.577352,0.358756,0.320799,p
0.311957,0.290925,0.453115,0.242082,0.0976,p
0.399334,0.767623,0.482547,0.57448,0.238511,p
0.258068,0.640637,0.560321,0.493142,0.320799,p
0.314152,0.293298,0.481975,0.857134,0.15975,p
0.311743,0.288629,0.465265,0.770129,0.320799,p
0.355606,0.57367,0.307468,0.327573,0.298068,p
0.328403,0.372635,0.614703,0.847122,0.160714,p
0.719654,0.340652,0.342966,0.344158,0.309738,p
0.33512,0.316207,0.728604,0.568993,0.44067,p
0.725623,0.29388,0.53111,0.690195,0.228108,p
0.743854,0.382213,0.330774,0.379407,0.308919,p
0.488021,0.518088,0.574956,0.449484,0.470862,p
0.306856,0.300863,0.438275,0.218739,0.709254,p
0.439628,0.370375,0.324098,0.343986,0.336353,p
0.475561,0.717369,0.271388,0.423647,0.503172,p
0.372321,0.607561,0.285645,0.321552,0.298649,p
0.331796,0.350441,0.641626,0.770349,0.320799,p
0.479477,0.530059,0.303551,0.400732,0.295232,p
0.355987,0.500147,0.67561,0.587954,0.583096,p
0.417021,0.551276,0.450063,0.418651,0.245235,p
0.302726,0.275559,0.436252,0.261826,0.320799,p
0.694137,0.346885,0.341673,0.387866,0.307934,p
0.393406,0.635682,0.479536,0.436794,0.284854,p
0.30115,0.273646,0.421452,0.465086,0.047947,p
0.517454,0.622606,0.292569,0.312637,0.365883,p
0.385879,0.721147,0.230199,0.303911,0.281679,p
0.326415,0.489341,0.694815,0.520728,0.164169,p
0.768986,0.410598,0.464196,0.4827,0.41687,p
0.850515,0.346614,0.335169,0.343547,0.335199,p
0.404723,0.61599,0.285966,0.318084,0.366108,p
0.533934,0.501791,0.434618,0.418893,0.356477,p
0.329795,0.335636,0.48281,0.513037,0.320799,p
0.358717,0.618527,0.699552,0.526429,0.234001,p
0.643975,0.447606,0.464008,0.438226,0.2871,p
0.451558,0.636122,0.26984,0.410349,0.288994,p
0.326548,0.324672,0.49248,0.605364,0.958226,p
0.484031,0.360504,0.337003,0.378866,0.344299,p
0.619706,0.346789,0.394286,0.404915,0.289859,p
0.440885,0.699022,0.283957,0.318014,0.288156,p
0.384277,0.834809,0.245131,0.304411,0.279703,p
0.415211,0.707962,0.644653,0.258876,0.270878,p
0.339761,0.461583,0.825116,0.24015,0.450374,p
0.313351,0.374119,0.620609,0.758592,0.320799,p
0.37127,0.669867,0.603391,0.54851,0.320799,p
0.355106,0.523945,0.830908,0.214377,0.320799,p
0.335133,0.440695,0.864671,0.206332,0.636232,p
0.317788,0.290824,0.455945,0.178515,0.320799,p
0.422869,0.456568,0.303838,0.262071,0.796112,p
0.69226,0.451602,0.428457,0.395356,0.301959,p
0.724905,0.284274,0.397994,0.407313,0.303808,p
0.336365,0.303763,0.456065,0.714401,0.738442,p
0.347407,0.463658,0.76035,0.218923,0.438708,p
0.403695,0.42337,0.73139,0.243114,0.42969,p
0.473271,0.571565,0.296708,0.329973,0.350167,p
0.668375,0.496405,0.540592,0.517148,0.269922,p
0.46163,0.646946,0.264237,0.31664,0.293527,p
0.390364,0.563239,0.597757,0.441093,0.282377,p
0.404418,0.667233,0.574733,0.286741,0.320799,p
0.377761,0.419503,0.750694,0.258194,0.255186,p
0.321773,0.426951,0.702605,0.249115,0.270514,p
0.326685,0.585475,0.735498,0.222518,0.262247,p
0.495973,0.380347,0.411265,0.382446,0.346878,p
0.3153,0.340739,0.471545,0.5622,0.320799,p
0.321269,0.453043,0.815741,0.172654,0.233259,p
0.346405,0.476871,0.85536,0.207555,0.320799,p
0.363215,0.469417,0.755252,0.556908,0.240277,p
0.547526,0.386815,0.423794,0.405978,0.297359,p
0.405629,0.588594,0.684975,0.270144,0.273409,p
0.399558,0.634364,0.256937,0.310574,0.29298,p
0.351072,0.445841,0.77156,0.524155,0.261242,p
0.345288,0.727145,0.278617,0.260683,0.627649,p
0.455051,0.40193,0.320402,0.38307,0.349885,p
0.314665,0.356276,0.689369,0.855761,0.320799,p
0.340855,0.445329,0.914249,0.164162,0.227864,p
0.315071,0.3283,0.540731,0.478976,0.320799,p
0.42637,0.621775,0.25371,0.314628,0.356982,p
0.304156,0.282482,0.433245,0.228389,0.854449,p
0.410422,0.510421,0.537677,0.269225,0.750511,p
0.313112,0.286372,0.474227,0.84515,0.154356,p
0.424087,0.480416,0.462419,0.402912,0.300487,p
0.61375,0.627954,0.298155,0.412084,0.398,p
0.372691,0.546809,0.796204,0.241408,0.239024,p
0.535725,0.584953,0.297436,0.329627,0.350655,p
0.371176,0.916593,0.236065,0.278553,0.283297,p
0.908555,0.176717,0.338254,0.380364,0.304507,p
0.715737,0.401677,0.499556,0.55132,0.256697,p
0.39063,0.388947,0.700964,0.551132,0.192756,p
0.711013,0.402327,0.491623,0.590586,0.243139,p
0.323365,0.450249,0.627279,0.251649,0.268575,p
0.510593,0.620323,0.295216,0.320968,0.405093,p
0.437682,0.613791,0.265673,0.405595,0.320799,p
0.662987,0.298614,0.414847,0.343964,0.320799,p
0.802978,0.289156,0.40399,0.378627,0.348222,p
0.368108,0.33098,0.624551,0.769757,0.192779,p
0.467883,0.753162,0.284649,0.322879,0.286439,p
0.479515,0.464116,0.433417,0.333183,0.340056,p
0.357697,0.324201,0.724767,0.674294,0.225943,p
0.821027,0.306102,0.339588,0.377816,0.307427,p
0.378976,0.626548,0.269745,0.31874,0.296138,p
0.324911,0.479916,0.587815,0.506021,0.320799,p
0.31419,0.364996,0.797791,0.156746,0.320799,p
0.316721,0.49637,0.653951,0.184875,0.320799,p
0.363683,0.874278,0.242282,0.280966,0.280981,p
0.533956,0.409682,0.421931,0.394898,0.279333,p
0.475954,0.055381,0.25427,0.721613,0.175243,p
0.315366,0.383085,0.729171,0.16952,0.218241,p
0.681759,0.499001,0.310317,0.325868,0.300747,p
0.56323,0.490757,0.310255,0.338284,0.340662,p
0.901819,0.304623,0.339649,0.342175,0.337315,p
0.332252,0.42857,0.727033,0.232781,0.320799,p
0.254874,0.776184,0.235491,0.287801,0.279562,p
0.781208,0.334728,0.336698,0.399221,0.347286,p
0.309048,0.321719,0.583381,0.828711,0.12366,p
0.445501,0.612527,0.491653,0.466462,0.601738,p
0.562282,0.384632,0.621566,0.594914,0.460532,p
