@relation yeast-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute class {A,E,C,B,F,I,J,G,D,H}

@data
0.43,0.33,0.67,0.12,0.5,0,0.45,0.23,A
0.38,0.48,0.59,0.22,0.5,0,0.46,0.22,A
0.51,0.4,0.56,0.17,0.5,0.5,0.49,0.22,A
0.53,0.48,0.51,0.18,0.5,0,0.51,0.27,A
0.73,0.6,0.47,0.2,0.5,0,0.72,0.22,A
0.45,0.56,0.54,0.32,0.5,0,0.57,0.22,A
0.5,0.46,0.52,0.16,0.5,0,0.52,0.26,A
0.64,0.44,0.56,0.15,0.5,0,0.56,0.22,A
0.41,0.4,0.59,0.47,0.5,0,0.48,0.43,A
0.46,0.42,0.6,0.21,0.5,0,0.4,0.22,J
0.82,0.75,0.54,0.23,0.5,0,0.46,0.22,J
0.7,0.58,0.53,0.39,0.5,0,0.59,0.22,J
0.83,0.81,0.45,0.38,0.5,0,0.4,0.26,J
0.77,0.79,0.58,0.23,0.5,0,0.48,0.22,J
0.75,0.76,0.58,0.22,0.5,0,0.49,0.22,J
0.69,0.7,0.52,0.36,0.5,0,0.46,0.22,J
0.81,0.85,0.47,0.37,0.5,0,0.56,0.22,J
0.8,0.63,0.45,0.29,0.5,0,0.51,0.22,J
0.41,0.59,0.46,0.19,0.5,0,0.36,0.22,J
0.77,0.78,0.51,0.28,0.5,0,0.33,0.22,J
0.71,0.56,0.39,0.27,0.5,0,0.52,0.22,F
0.69,0.48,0.38,0.15,0.5,0,0.55,0.22,F
0.81,0.62,0.43,0.17,0.5,0,0.53,0.22,F
0.78,0.48,0.47,0.3,0.5,0,0.53,0.47,F
0.36,0.34,0.46,0.19,0.5,0,0.52,0.22,F
0.77,0.6,0.42,0.33,0.5,0,0.57,0.22,F
0.83,0.53,0.52,0.2,0.5,0,0.48,0.25,F
0.79,0.62,0.35,0.35,0.5,0,0.6,0.28,F
0.58,0.76,0.4,0.37,0.5,0,0.54,0.3,F
0.69,0.61,0.38,0.27,0.5,0,0.52,0.22,F
0.83,0.57,0.42,0.57,0.5,0,0.5,0.32,F
0.74,0.56,0.35,0.36,0.5,0,0.51,0.25,F
0.86,0.78,0.34,0.15,0.5,0,0.53,0.22,F
0.81,0.9,0.39,0.41,0.5,0,0.53,0.22,F
0.76,0.74,0.56,0.34,0.5,0,0.51,0.3,F
0.76,0.67,0.37,0.22,0.5,0,0.54,0.22,F
0.69,0.57,0.39,0.19,0.5,0,0.48,0.39,F
0.77,0.68,0.35,0.19,0.5,0,0.53,0.43,G
0.71,0.79,0.41,0.38,0.5,0,0.54,0.22,G
0.92,0.66,0.52,0.23,0.5,0,0.53,0.22,G
0.77,0.78,0.27,0.37,0.5,0,0.49,0.22,G
0.75,0.73,0.35,0.33,0.5,0,0.49,0.28,G
0.73,0.83,0.43,0.3,0.5,0,0.55,0.22,G
0.74,0.72,0.47,0.25,0.5,0,0.57,0.22,G
0.85,0.69,0.34,0.31,0.5,0,0.57,0.3,G
0.7,0.69,0.43,0.33,0.5,0,0.58,0.22,G
0.79,0.79,0.42,0.26,0.5,0,0.6,0.22,G
0.78,0.69,0.44,0.26,0.5,0,0.54,0.22,G
0.77,0.7,0.37,0.12,0.5,0,0.49,0.26,G
0.78,0.73,0.27,0.28,0.5,0,0.56,0.22,G
0.72,0.73,0.41,0.28,0.5,0,0.44,0.22,G
0.85,0.66,0.49,0.18,0.5,0,0.51,0.22,G
0.37,0.53,0.6,0.19,0.5,0.5,0.42,0.22,H
0.47,0.43,0.59,0.27,0.5,0,0.55,0.22,H
0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22,H
0.68,0.59,0.44,0.49,0.5,0,0.4,0.26,H
0.52,0.5,0.53,0.1,0.5,0,0.48,0.22,H
0.46,0.37,0.48,0.36,0.5,0,0.48,0.22,H
0.74,0.75,0.45,0.44,0.5,0,0.52,0.22,H
0.37,0.36,0.56,0.18,0.5,0,0.48,0.26,I
0.75,0.69,0.48,0.13,0.5,0,0.57,0.4,I
0.8,0.82,0.57,0.26,0.5,0,0.57,0.27,I
0.51,0.46,0.49,0.21,0.5,0,0.55,0.22,I
0.7,0.78,0.53,0.24,0.5,0,0.48,0.22,I
0.4,0.36,0.32,0.16,0.5,0,0.51,0.27,I
0.36,0.51,0.51,0.17,0.5,0,0.52,0.22,I
0.73,0.59,0.35,0.15,0.5,0,0.54,0.22,I
0.28,0.46,0.26,0.18,0.5,0,0.39,0.22,I
0.57,0.54,0.32,0.15,0.5,0,0.52,0.25,I
0.78,0.65,0.4,0.16,0.5,0,0.63,0.22,C
0.72,0.61,0.45,0.3,0.5,0,0.54,0.25,C
0.75,0.67,0.51,0.29,0.5,0,0.52,0.36,C
0.63,0.57,0.59,0.4,0.5,0,0.38,0.22,C
0.42,0.49,0.49,0.36,0.5,0,0.57,0.26,C
0.67,0.51,0.54,0.21,0.5,0,0.43,0.3,C
0.55,0.41,0.67,0.61,0.5,0,0.49,0.14,C
0.38,0.47,0.47,0.18,0.5,0,0.44,0.26,C
0.5,0.54,0.48,0.65,0.5,0,0.53,0.22,C
0.55,0.5,0.6,0.31,0.5,0,0.46,0.27,C
0.63,0.67,0.57,0.24,0.5,0,0.49,0.22,C
0.52,0.77,0.38,0.34,0.5,0,0.51,0.22,C
0.45,0.45,0.5,0.6,0.5,0,0.49,0.22,C
0.64,0.62,0.49,0.15,0.5,0,0.53,0.22,C
0.23,0.37,0.32,0.13,0.5,0,0.53,0.22,C
0.64,0.62,0.29,0.28,0.5,0,0.51,0.22,C
0.57,0.4,0.62,0.3,0.5,0,0.48,0.11,C
0.4,0.52,0.53,0.52,0.5,0,0.51,0.22,C
0.72,0.58,0.42,0.28,0.5,0,0.48,0.22,C
0.42,0.53,0.53,0.64,0.5,0,0.47,0.22,C
0.59,0.45,0.58,0.21,0.5,0,0.49,0.22,C
0.69,0.5,0.49,0.42,0.5,0,0.49,0.22,C
0.6,0.46,0.59,0.16,0.5,0,0.49,0.22,C
0.64,0.64,0.56,0.21,0.5,0,0.5,0.22,C
0.66,0.52,0.52,0.44,0.5,0,0.56,0.27,C
0.55,0.49,0.5,0.46,0.5,0,0.52,0.25,C
0.67,0.62,0.4,0.43,0.5,0.83,0.5,0.22,C
0.51,0.56,0.51,0.42,0.5,0,0.53,0.36,C
0.58,0.57,0.54,0.69,0.5,0,0.54,0.22,C
0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,C
0.72,0.62,0.34,0.29,0.5,0,0.56,0.28,C
0.55,0.53,0.54,0.4,0.5,0,0.48,0.22,C
0.52,0.51,0.51,0.54,0.5,0,0.55,0.27,C
0.68,0.53,0.44,0.31,0.5,0,0.51,0.22,C
0.5,0.41,0.44,0.5,0.5,0,0.42,0.22,C
0.56,0.59,0.45,0.15,0.5,0,0.54,0.22,C
0.57,0.51,0.34,0.13,0.5,0,0.53,0.27,C
0.58,0.52,0.61,0.33,0.5,0,0.38,0.11,C
0.5,0.49,0.59,0.47,0.5,0,0.49,0.36,C
0.37,0.58,0.44,0.51,0.5,0,0.44,0.22,C
0.55,0.5,0.66,0.36,0.5,0,0.49,0.22,C
0.61,0.54,0.54,0.38,0.5,0,0.54,0.29,C
0.58,0.53,0.57,0.46,0.5,0,0.51,0.27,C
0.52,0.54,0.47,0.49,0.5,0,0.54,0.22,C
0.26,0.28,0.6,0.2,0.5,0,0.54,0.31,C
0.56,0.68,0.52,0.39,0.5,0,0.36,0.22,C
0.42,0.65,0.58,0.34,0.5,0,0.5,0.22,C
0.59,0.6,0.49,0.43,0.5,0,0.53,0.31,C
0.56,0.65,0.49,0.56,0.5,0,0.49,0.22,C
0.56,0.5,0.61,0.49,0.5,0,0.46,0.28,C
0.81,0.65,0.52,0.41,0.5,0,0.57,0.26,C
0.51,0.46,0.4,0.65,0.5,0,0.49,0.22,C
0.68,0.5,0.55,0.65,0.5,0,0.46,0.31,C
0.57,0.58,0.58,0.35,0.5,0,0.49,0.22,C
0.78,0.75,0.4,0.28,0.5,0,0.53,0.22,C
0.41,0.41,0.43,0.61,0.5,0,0.53,0.22,C
0.51,0.46,0.54,0.41,0.5,0,0.53,0.22,C
0.53,0.51,0.55,0.57,0.5,0,0.46,0.22,C
0.42,0.44,0.48,0.54,0.5,0,0.48,0.22,C
0.44,0.68,0.45,0.51,0.5,0,0.52,0.41,C
0.39,0.28,0.54,0.14,0.5,0,0.59,0.22,C
0.58,0.49,0.5,0.41,0.5,0,0.57,0.22,C
0.46,0.71,0.48,0.53,0.5,0,0.53,0.22,C
0.47,0.56,0.46,0.5,0.5,0,0.51,0.22,C
0.54,0.51,0.54,0.52,0.5,0,0.47,0.25,C
0.45,0.38,0.64,0.14,0.5,0,0.54,0.22,C
0.54,0.47,0.58,0.4,0.5,0,0.46,0.27,C
0.57,0.59,0.5,0.58,0.5,0,0.53,0.22,C
0.45,0.53,0.51,0.42,0.5,0,0.52,0.22,C
0.51,0.54,0.6,0.57,0.5,0,0.58,0.22,C
0.5,0.4,0.56,0.7,0.5,0,0.5,0.22,C
0.47,0.65,0.54,0.62,0.5,0,0.53,0.36,C
0.71,0.59,0.48,0.43,0.5,0,0.59,0.22,C
0.41,0.49,0.58,0.22,0.5,0,0.52,0.22,C
0.5,0.62,0.54,0.66,0.5,0,0.49,0.22,C
0.55,0.53,0.55,0.46,0.5,0,0.52,0.22,C
0.51,0.45,0.62,0.25,0.5,0,0.59,0.22,C
0.66,0.55,0.45,0.19,0.5,0,0.46,0.22,C
0.49,0.6,0.43,0.56,0.5,0,0.36,0.22,C
0.52,0.56,0.54,0.53,0.5,0,0.45,0.22,C
0.67,0.51,0.53,0.28,0.5,0,0.51,0.22,C
0.78,0.74,0.58,0.25,1,0,0.53,0.22,D
0.77,0.8,0.51,0.4,1,0,0.54,0.22,D
0.5,0.34,0.55,0.21,0.5,0,0.49,0.22,B
0.61,0.46,0.44,0.47,0.5,0,0.5,0.37,B
0.38,0.42,0.47,0.12,0.5,0,0.47,0.53,B
0.38,0.48,0.51,0.13,0.5,0,0.5,0.32,B
0.53,0.53,0.53,0.17,0.5,0,0.49,0.37,B
0.45,0.49,0.57,0.25,0.5,0,0.48,0.22,B
0.59,0.58,0.56,0.21,0.5,0,0.54,0.33,B
0.87,0.47,0.6,0.47,0.5,0,0.59,0.22,B
0.4,0.53,0.44,0.18,0.5,0,0.54,0.31,B
0.88,0.59,0.54,0.39,0.5,0,0.41,0.3,B
0.57,0.55,0.51,0.18,0.5,0,0.51,0.43,B
0.48,0.65,0.36,0.24,0.5,0,0.54,0.31,B
0.46,0.41,0.58,0.1,0.5,0,0.48,0.22,B
0.47,0.38,0.5,0.15,0.5,0,0.49,0.47,B
0.44,0.65,0.49,0.16,0.5,0,0.48,0.31,B
0.45,0.38,0.59,0.18,0.5,0,0.44,0.45,B
0.53,0.44,0.54,0.52,0.5,0,0.49,0.38,B
0.58,0.56,0.38,0.39,0.5,0,0.54,0.57,B
0.37,0.48,0.5,0.26,0.5,0,0.52,0.39,B
0.64,0.6,0.57,0.19,0.5,0,0.43,0.22,B
0.45,0.4,0.43,0.22,0.5,0,0.51,0.48,B
0.41,0.46,0.59,0.19,0.5,0,0.58,0.27,B
0.41,0.47,0.5,0.14,0.5,0,0.53,0.37,B
0.25,0.36,0.58,0.3,0.5,0,0.58,0.31,B
0.41,0.6,0.53,0.29,0.5,0,0.47,0.43,B
0.47,0.44,0.53,0.18,0.5,0,0.47,0.29,B
0.55,0.59,0.53,0.15,0.5,0,0.49,0.22,B
0.41,0.46,0.58,0.08,0.5,0,0.51,0.28,B
0.36,0.39,0.55,0.26,0.5,0,0.49,0.22,B
0.4,0.28,0.48,0.06,0.5,0,0.49,0.42,B
0.56,0.43,0.54,0.16,0.5,0,0.5,0.22,B
0.45,0.21,0.49,0.24,0.5,0,0.46,0.31,B
0.34,0.31,0.6,0.37,0.5,0,0.5,0.3,B
0.48,0.46,0.58,0.26,0.5,0,0.44,0.22,B
0.5,0.56,0.63,0.25,0.5,0,0.42,0.22,B
0.46,0.57,0.57,0.15,0.5,0,0.52,0.26,B
0.55,0.49,0.6,0.18,0.5,0,0.51,0.22,B
0.58,0.37,0.58,0.16,0.5,0,0.51,0.22,B
0.4,0.44,0.49,0.47,0.5,0,0.49,0.27,B
0.48,0.57,0.5,0.09,0.5,0,0.52,0.42,B
0.6,0.57,0.52,0.14,0.5,0,0.46,0.48,B
0.4,0.4,0.44,0.37,0.5,0,0.53,0.25,B
0.28,0.41,0.46,0.18,0.5,0,0.47,0.39,B
0.53,0.54,0.43,0.18,0.5,0,0.53,0.31,B
0.5,0.42,0.57,0.49,0.5,0,0.48,0.27,B
0.37,0.29,0.45,0.15,0.5,0,0.49,0.22,B
0.58,0.46,0.46,0.34,0.5,0,0.5,0.43,B
0.69,0.62,0.49,0,1,0,0.47,0.22,B
0.45,0.51,0.5,0.16,0.5,0,0.52,1,B
0.32,0.6,0.48,0.13,0.5,0,0.53,0.22,B
0.43,0.38,0.51,0.24,0.5,0,0.46,0.33,B
0.41,0.24,0.54,0.26,0.5,0,0.41,0.22,B
0.48,0.45,0.63,0.19,0.5,0,0.58,0.22,B
0.31,0.6,0.65,0.18,0.5,0,0.46,0.22,B
0.53,0.31,0.58,0.39,0.5,0,0.47,0.37,B
0.48,0.62,0.52,0.3,0.5,0,0.51,0.37,B
0.32,0.49,0.53,0.28,0.5,0,0.5,0.5,B
0.41,0.42,0.53,0.17,0.5,0,0.48,0.58,B
0.36,0.48,0.61,0.26,0.5,0,0.5,0.16,B
0.27,0.46,0.52,0.17,0.5,0,0.49,0.44,B
0.37,0.58,0.5,0.22,0.5,0,0.47,0.22,B
0.18,0.48,0.46,0.12,0.5,0,0,0.25,B
0.47,0.32,0.64,0.3,0.5,0,0.63,0.22,B
0.43,0.39,0.54,0.21,0.5,0,0.53,0.27,B
0.5,0.43,0.56,0.17,0.5,0,0.35,0.22,B
0.35,0.4,0.59,0.22,0.5,0,0.47,0.37,B
0.64,0.56,0.52,0.17,0.5,0,0.54,0.47,B
0.53,0.46,0.54,0.37,0.5,0,0.51,0.3,B
0.55,0.46,0.46,0.31,0.5,0,0.58,0.48,B
0.46,0.41,0.45,0.23,0.5,0,0.48,0.22,B
0.47,0.55,0.57,0.17,0.5,0,0.52,0.66,B
0.42,0.32,0.61,0.13,0.5,0,0.14,0.27,B
0.54,0.45,0.62,0.13,0.5,0,0.52,0.26,B
0.7,0.51,0.47,0.24,0.5,0,0.53,0.25,B
0.37,0.31,0.53,0.16,0.5,0,0.53,0.44,B
0.34,0.42,0.48,0.19,0.5,0,0.46,0.31,B
0.48,0.54,0.5,0.17,0.5,0,0.53,0.22,B
0.33,0.35,0.56,0.19,0.5,0,0.5,0.22,B
0.51,0.56,0.62,0.24,0.5,0,0.52,0.51,B
0.41,0.45,0.53,0.17,0.5,0,0.51,0.25,B
0.51,0.48,0.58,0.22,0.5,0,0.5,0.28,B
0.41,0.39,0.61,0.17,0.5,0,0.5,0.61,B
0.4,0.37,0.54,0.13,0.5,0,0.48,0.22,B
0.36,0.68,0.46,0.16,0.5,0,0.53,0.28,B
0.23,0.3,0.58,0.22,0.5,0,0.48,0.27,B
0.52,0.49,0.59,0.21,0.5,0,0.47,0.22,B
0.39,0.28,0.46,0.12,0.5,0,0.41,0.22,B
0.44,0.53,0.52,0.37,0.5,0,0.5,0.22,B
0.34,0.35,0.61,0.19,0.5,0,0.52,0.25,B
0.47,0.47,0.5,0.19,0.5,0,0.51,0.26,B
0.42,0.28,0.51,0.23,0.5,0,0.53,0.27,B
0.56,0.63,0.52,0.2,0.5,0,0.34,0.26,B
0.41,0.48,0.54,0.24,0.5,0,0.37,0.51,B
0.49,0.62,0.65,0.18,0.5,0,0.46,0.43,B
0.38,0.26,0.6,0.1,0.5,0,0.48,0.44,B
0.33,0.38,0.45,0.19,0.5,0,0.54,0.37,B
0.42,0.37,0.59,0.2,0.5,0,0.52,0.29,B
0.54,0.53,0.53,0.17,0.5,0,0.51,0.39,B
0.29,0.68,0.47,0.26,0.5,0,0.47,0.37,B
0.39,0.39,0.55,0.52,0.5,0,0.37,0.16,B
0.57,0.53,0.6,0.28,0.5,0,0.52,0.45,B
0.58,0.56,0.45,0.12,0.5,0,0.51,0.22,B
0.35,0.44,0.54,0.26,0.5,0,0.52,0.26,B
0.56,0.57,0.63,0.39,1,0,0.59,0.4,B
0.31,0.42,0.48,0.17,0.5,0,0.49,0.53,B
0.55,0.54,0.56,0.22,0.5,0,0.5,0.37,B
0.56,0.49,0.47,0.13,0.5,0,0.52,0.22,B
0.54,0.52,0.54,0.2,0.5,0,0.55,0.25,B
0.52,0.5,0.51,0.2,0.5,0,0.51,0.22,B
0.42,0.42,0.55,0.31,0.5,0,0.43,0.22,B
0.58,0.48,0.56,0.12,0.5,0,0.46,0.25,B
0.35,0.68,0.57,0.4,0.5,0,0.53,0.36,B
0.48,0.45,0.59,0.2,0.5,0,0.58,0.34,B
0.47,0.37,0.46,0.28,0.5,0,0.52,0.99,B
0.3,0.3,0.46,0.32,0.5,0,0.45,0.22,B
0.58,0.47,0.54,0.11,0.5,0,0.51,0.26,B
0.35,0.42,0.56,0.28,0.5,0,0.47,0.22,B
0.6,0.6,0.49,0.3,0.5,0,0.53,0.22,B
0.37,0.32,0.47,0.18,0.5,0,0.45,0.25,B
0.48,0.55,0.58,0.18,0.5,0,0.38,0.69,B
0.46,0.53,0.47,0.37,0.5,0,0.51,0.36,B
0.49,0.31,0.49,0.35,0.5,0,0.51,0.29,B
0.44,0.45,0.53,0.19,0.5,0,0.41,0.28,B
0.44,0.44,0.49,0.15,0.5,0,0.46,0.27,B
0.41,0.53,0.41,0.15,0.5,0,0.54,0.25,B
0.43,0.4,0.6,0.16,0.5,0,0.53,0.39,B
0.48,0.5,0.47,0.29,0.5,0,0.46,0.27,B
0.33,0.28,0.52,0.15,0.5,0,0.51,0.86,B
0.49,0.51,0.52,0.13,0.5,0,0.51,0.33,B
0.34,0.36,0.54,0.11,0.5,0,0.36,0.21,B
0.45,0.51,0.43,0.22,0.5,0,0.57,0.22,B
0.38,0.44,0.57,0.14,0.5,0,0.53,0.52,B
0.29,0.4,0.5,0.16,0.5,0,0.51,0.34,B
0.33,0.42,0.55,0.23,0.5,0,0.52,0.43,B
0.36,0.39,0.54,0.16,0.5,0,0.5,0.28,B
0.3,0.55,0.58,0.16,0.5,0,0.61,0.28,B
0.25,0.41,0.47,0.14,0.5,0,0.56,0.68,B
0.43,0.41,0.51,0.34,0.5,0,0.49,0.28,B
0.62,0.51,0.52,0.42,0.5,0,0.54,0.27,B
0.49,0.47,0.53,0.16,0.5,0,0.48,0.27,B
0.37,0.42,0.6,0.13,0.5,0,0.51,0.22,B
0.23,0.2,0.53,0.2,0.5,0,0.44,0.22,B
0.51,0.34,0.49,0.16,0.5,0,0.53,0.21,B
0.32,0.36,0.34,0.19,0.5,0,0.55,0.26,E
0.51,0.46,0.41,0.36,0.5,0,0.49,0.22,E
0.37,0.62,0.34,0.25,0.5,0,0.51,0.22,E
0.39,0.63,0.41,0.27,0.5,0,0.49,0.22,E
0.25,0.42,0.21,0.14,0.5,0,0.41,0.22,E
0.39,0.81,0.35,0.28,0.5,0,0.51,0.45,E
0.46,0.35,0.33,0.17,0.5,0,0.55,0.22,E
0.42,0.42,0.42,0.2,0.5,0,0.49,0.22,E
0.59,0.48,0.41,0.53,0.5,0,0.48,0.56,E
0.43,0.6,0.4,0.12,0.5,0,0.49,0.29,E
0.49,0.55,0.41,0.19,0.5,0,0.48,0.31,E
0.43,0.45,0.37,0.12,0.5,0,0.48,0.22,E
0.51,0.47,0.41,0.44,0.5,0,0.5,0.22,E
0.46,0.59,0.38,0.12,0.5,0,0.5,0.22,E
0.43,0.48,0.36,0.26,0.5,0,0.52,0.22,E
0.52,0.65,0.36,0.26,0.5,0,0.44,0.22,E
0.54,0.55,0.34,0.31,0.5,0,0.54,0.22,E
0.53,0.68,0.42,0.19,0.5,0,0.53,0.22,E
0.52,0.75,0.37,0.14,0.5,0,0.46,0.22,E
0.55,0.42,0.34,0.3,0.5,0,0.52,0.22,E
0.45,0.5,0.43,0.16,0.5,0,0.52,0.28,E
0.4,0.45,0.42,0.17,0.5,0,0.54,0.26,E
0.36,0.35,0.47,0.22,0.5,0,0.44,0.31,E
0.42,0.51,0.33,0.16,0.5,0,0.54,0.22,E
0.2,0.6,0.5,0.29,0.5,0,0.51,0.22,E
0.36,0.58,0.35,0.24,0.5,0,0.44,0.22,E
0.58,0.6,0.43,0.12,0.5,0,0.55,0.22,E
0.48,0.46,0.38,0.29,0.5,0,0.53,0.22,E
0.49,0.31,0.43,0.24,0.5,0,0.54,0.22,E
0.39,0.42,0.38,0.4,0.5,0,0.49,0.47,E
0.63,0.61,0.41,0.22,0.5,0,0.51,0.22,E
0.55,0.39,0.39,0.47,0.5,0,0.5,0.83,E
0.52,0.46,0.34,0.2,0.5,0,0.51,0.25,E
0.53,0.51,0.36,0.13,0.5,0,0.52,0.22,E
0.39,0.46,0.33,0.18,0.5,0,0.53,0.22,E
0.4,0.65,0.38,0.17,0.5,0,0.57,0.22,E
0.37,0.51,0.39,0.18,0.5,0,0.51,0.27,E
0.48,0.49,0.45,0.23,0.5,0,0.51,0.22,E
0.26,0.44,0.3,0.11,0.5,0,0.51,0.47,E
0.41,0.53,0.45,0.14,0.5,0,0.52,0.66,E
0.36,0.43,0.39,0.12,0.5,0,0.49,0.22,E
0.38,0.67,0.33,0.17,0.5,0,0.51,0.22,E
0.44,0.59,0.36,0.16,0.5,0,0.52,0.22,E
0.39,0.49,0.3,0.19,0.5,0,0.52,0.31,E
0.36,0.37,0.33,0.14,0.5,0,0.57,0.31,E
0.36,0.5,0.39,0.23,0.5,0,0.5,0.22,E
0.45,0.57,0.3,0.17,0.5,0,0.51,0.22,E
0.26,0.3,0.37,0.15,0.5,0,0.53,0.25,E
0.39,0.44,0.28,0.12,0.5,0,0.46,0.27,E
0.41,0.54,0.39,0.2,0.5,0,0.51,0.22,E
0.29,0.26,0.43,0.17,0.5,0,0.55,0.3,E
0.51,0.55,0.35,0.16,0.5,0,0.51,0.47,E
0.5,0.63,0.45,0.13,0.5,0,0.45,0.32,E
0.43,0.44,0.3,0.18,0.5,0,0.51,0.22,E
0.39,0.45,0.75,0.17,0.5,0,0.51,0.22,A
0.44,0.56,0.52,0.18,0.5,0,0.5,0.11,A
0.46,0.43,0.5,0.24,0.5,0,0.48,0.31,A
0.57,0.43,0.52,0.3,0.5,0,0.37,0.11,A
0.21,0.38,0.49,0.16,0.5,0,0.51,0.45,A
0.52,0.43,0.61,0.22,0.5,0,0.45,0.22,A
0.6,0.48,0.46,0.32,0.5,0,0.4,0.33,A
0.51,0.48,0.51,0.26,0.5,0,0.51,0.27,A
0.29,0.34,0.55,0.24,0.5,0,0.51,0.22,A
0.54,0.55,0.56,0.14,0.5,0,0.5,0.25,A
0.51,0.46,0.57,0.25,0.5,0,0.53,0.22,A
0.32,0.44,0.54,0.21,0.5,0,0.4,0.19,A
0.42,0.25,0.6,0.14,0.5,0,0.45,0.22,A
0.53,0.41,0.5,0.24,1,0,0.47,0.22,A
0.42,0.47,0.52,0.41,0.5,0,0.53,0.32,A
0.48,0.61,0.44,0.2,0.5,0,0.47,0.22,A
0.61,0.54,0.49,0.16,0.5,0,0.54,0.42,A
0.3,0.5,0.47,0.11,0.5,0,0.46,0.22,A
0.48,0.51,0.57,0.24,0.5,0,0.5,0.22,A
0.41,0.39,0.51,0.52,0.5,0,0.49,0.22,A
0.51,0.53,0.55,0.14,0.5,0,0.51,0.22,A
0.46,0.42,0.51,0.16,0.5,0,0.56,0.22,A
0.48,0.42,0.52,0.24,0.5,0,0.56,0.22,A
0.5,0.5,0.62,0.23,0.5,0,0.35,0.11,A
0.48,0.56,0.49,0.32,0.5,0,0.5,0.22,A
0.54,0.43,0.48,0.27,0.5,0,0.44,0.41,A
0.52,0.48,0.58,0.55,0.5,0,0.48,0.22,A
0.46,0.45,0.56,0.16,0.5,0,0.56,0.22,A
0.48,0.39,0.51,0.21,0.5,0,0.52,0.28,A
0.42,0.45,0.75,0.21,0.5,0,0.48,0.22,A
0.32,0.38,0.52,0.2,0.5,0,0.52,0.28,A
0.5,0.55,0.52,0.16,0.5,0,0.51,0.31,A
0.41,0.3,0.49,0.28,0.5,0,0.54,0.22,A
0.35,0.39,0.56,0.2,0.5,0,0.49,0.41,A
0.38,0.32,0.64,0.41,0.5,0,0.44,0.11,A
0.5,0.48,0.48,0.23,0.5,0,0.53,0.68,A
0.45,0.45,0.52,0.17,0.5,0,0.54,0.22,A
0.56,0.48,0.5,0.17,0.5,0,0.51,0.26,A
0.5,0.4,0.57,0.17,0.5,0,0.59,0.22,A
0.53,0.42,0.53,0.19,0.5,0,0.47,0.22,A
0.59,0.54,0.53,0.14,0.5,0,0.48,0.22,A
0.69,0.54,0.55,0.23,0.5,0,0.73,0.22,A
0.58,0.51,0.49,0.27,0.5,0,0.57,0.29,A
0.28,0.51,0.55,0.19,0.5,0,0.57,0.22,A
0.66,0.54,0.53,0.17,0.5,0,0.54,0.22,A
0.56,0.55,0.57,0.15,0.5,0,0.54,0.25,A
0.53,0.57,0.6,0.36,0.5,0,0.5,0.22,A
0.56,0.35,0.47,0.41,0.5,0,0.5,0.22,A
0.63,0.64,0.45,0.26,0.5,0,0.43,0.22,A
0.47,0.59,0.56,0.09,0.5,0,0.5,0.22,A
0.64,0.53,0.45,0.13,0.5,0,0.53,0.22,A
0.61,0.46,0.54,0.11,0.5,0,0.47,0.22,A
0.64,0.57,0.57,0.27,0.5,0,0.37,0.22,A
0.42,0.37,0.54,0.17,0.5,0,0.51,0.22,A
0.47,0.39,0.59,0.15,0.5,0,0.57,0.22,A
0.58,0.45,0.55,0.27,0.5,0,0.48,0.11,A
0.49,0.43,0.48,0.15,0.5,0,0.55,0.25,A
0.44,0.41,0.58,0.2,0.5,0,0.57,0.25,A
0.39,0.65,0.57,0.19,0.5,0,0.43,0.25,A
0.54,0.48,0.44,0.08,0.5,0,0.52,0.27,A
0.53,0.48,0.51,0.18,0.5,0,0.52,0.27,A
0.41,0.35,0.6,0.22,0.5,0,0.56,0.79,A
0.5,0.44,0.57,0.28,0.5,0,0.57,0.22,A
0.43,0.33,0.67,0.12,0.5,0,0.43,0.23,A
0.45,0.76,0.51,0.25,0.5,0,0.59,0.22,A
0.35,0.21,1,0.8,0.5,0,0.13,0.01,A
0.53,0.45,0.53,0.18,0.5,0,0.42,0.22,A
0.45,0.47,0.53,0.15,0.5,0,0.52,0.27,A
0.54,0.48,0.55,0.33,0.5,0,0.55,0.4,A
0.34,0.34,0.65,0.4,0.5,0,0.32,0.16,A
0.45,0.43,0.51,0.24,0.5,0,0.54,0.33,A
0.34,0.54,0.5,0.21,0.5,0,0.54,0.31,A
0.38,0.48,0.57,0.3,0.5,0,0.41,0.11,A
0.51,0.59,0.55,0.21,0.5,0,0.52,0.22,A
0.49,0.47,0.52,0.16,0.5,0,0.53,0.28,A
0.52,0.47,0.58,0.18,0.5,0,0.34,0.11,A
0.46,0.47,0.46,0.16,0.5,0,0.51,0.22,A
0.45,0.27,0.57,0.36,0.5,0,0.52,0.18,A
0.6,0.64,0.56,0.36,0.5,0,0.46,0.27,A
0.49,0.43,0.51,0.13,0.5,0,0.47,0.22,A
0.27,0.6,0.48,0.23,0.5,0,0.55,0.22,A
0.43,0.46,0.5,0.21,0.5,0,0.49,0.34,A
