@relation banana-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute class {m,p}

@data
-2.2517,-1.963,m
0.6133,-0.2108,m
-0.3865,0.2604,m
0.6355,0.5591,m
-0.1125,1.8512,m
1.1479,0.0436,m
0.1838,1.6995,m
-1.0993,0.4185,m
0.7248,-0.9898,m
-0.4272,-0.4855,m
-1.6252,-1.3162,m
-0.4624,-0.187,m
-1.0018,0.078,m
2.2204,1.3143,m
0.1597,-0.6158,m
0.0828,-0.8793,m
-0.8437,0.3708,m
0.2714,0.3802,m
-0.2325,-0.3638,m
0.009,0.9282,m
1.544,1.7522,m
0.8202,-0.5143,m
0.188,1.5871,m
-1.1925,-0.5295,m
-1.7138,-1.2699,m
-1.3015,-1.0819,m
1.3709,1.2942,m
0.2442,1.8366,m
-0.4159,0.2461,m
-1.858,-1.4675,m
-0.7356,0.6829,m
1.3057,-0.3602,m
-1.959,-0.4416,m
0.8404,-0.1755,m
0.1771,0.7311,m
-0.2415,0.8971,m
1.1915,0.1126,m
-0.744,0.1965,m
-0.5583,0.5724,m
-0.0584,0.5403,m
1.1836,1.3635,m
1.1191,-1.2171,m
0.8078,-0.8314,m
0.2359,0.4427,m
0.2005,-0.609,m
0.271,0.0595,m
-0.8236,-0.4713,m
0.6146,-0.0228,m
0.1598,0.1886,m
0.1505,0.3215,m
-1.5077,-0.285,m
-1.7034,-0.8448,m
-1.0058,-0.0908,m
1.2211,1.4783,m
1.8236,1.4305,m
1.5427,1.2442,m
-0.2153,0.5489,m
-1.9744,-1.7151,m
-0.403,-0.4881,m
1.3398,1.3654,m
1.2414,-1.3303,m
-1.7614,-1.5835,m
0.7777,1.4427,m
0.2571,0.1539,m
-0.6514,-0.5284,m
-0.0723,-0.4282,m
0.1924,1.9448,m
0.5012,0.0553,m
-0.3177,0.3172,m
0.6127,-0.0651,m
0.7619,0.1249,m
-1.3128,0.2393,m
1.4795,1.0093,m
0.3661,0.1643,m
0.9162,-0.0255,m
1.0503,-0.6547,m
-0.219,0.5238,m
0.2618,-0.5379,m
0.6554,1.72,m
-0.113,0.6258,m
2.5261,1.4978,m
-0.5297,0.1006,m
0.5236,0.2827,m
-0.0029,0.5129,m
-0.3011,1.8196,m
1.3827,-1.0164,m
-1.6176,-1.8497,m
0.4697,-0.7646,m
-1.1458,0.4058,m
-0.8213,-0.8552,m
0.434,0.295,m
-1.511,-0.1964,m
0.9989,-1.1219,m
0.5752,-0.1899,m
-1.4403,-0.3584,m
-0.132,1.6828,m
0.0605,2.0571,m
1.0078,1.8211,m
-0.1616,-0.0223,m
-0.1055,0.5519,m
0.3469,-0.2419,m
-0.163,-0.3978,m
0.3974,0.5126,m
0.6164,-1.0708,m
-1.1697,-0.073,m
-0.6879,0.7092,m
-0.2963,0.538,m
-0.6368,0.9422,m
-1.0316,-0.4219,m
1.2778,1.3516,m
0.0271,1.8306,m
-1.3155,-0.088,m
0.1446,-0.4147,m
-1.6191,-0.8955,m
0.9033,-0.3388,m
-0.1404,-0.6937,m
-1.2836,-0.0049,m
0.6085,0.0135,m
0.6732,0.1719,m
-1.8078,-0.6426,m
-0.935,0.321,m
1.0538,-0.3619,m
-1.2606,0.2298,m
-0.6325,0.2569,m
-0.4725,0.4113,m
-0.0254,-0.7903,m
2.341,1.1631,m
-0.9947,-0.5066,m
-1.5066,-0.5926,m
1.1634,-0.7683,m
1.7286,1.2612,m
-1.6463,-0.7225,m
1.3301,1.4198,m
0.4169,0.3484,m
-1.9768,-0.8798,m
-0.0932,0.4724,m
-1.2055,-0.3923,m
0.5612,1.7426,m
0.2486,-0.4505,m
-2.1405,-1.5867,m
1.1457,1.1588,m
-1.246,-0.6564,m
-2.0971,-1.0561,m
-0.9784,-1.0514,m
1.0881,-0.3835,m
1.9063,1.3704,m
0.6048,0.3784,m
-1.2431,-0.706,m
0.5322,-0.0431,m
0.7404,1.1954,m
0.0817,0.4182,m
2.0325,1.3223,m
1.1894,-1.3372,m
-0.6058,-0.1293,m
0.0219,-0.3878,m
-1.421,0.5916,m
1.8745,1.1859,m
0.8891,-0.5657,m
1.6008,-1.3626,m
2.5912,1.1599,m
-1.7458,-1.2712,m
-1.2034,0.4004,m
0.7678,-0.966,m
-0.0203,1.924,m
0.8173,-0.9412,m
-1.5875,-1.0038,m
-1.7664,-0.9229,m
1.1782,-0.3347,m
0.5764,-0.6651,m
0.0317,-0.8206,m
1.0554,-0.0553,m
0.7482,1.8069,m
1.0631,-0.0531,m
1.1291,1.5062,m
0.6858,-0.1899,m
0.4065,-0.7071,m
-1.5203,-1.2274,m
-1.7598,-1.3321,m
-1.1132,0.4392,m
-0.2698,0.0117,m
-0.178,-0.2382,m
0.0224,1.4297,m
-1.3484,-0.6883,m
-0.7679,-0.0166,m
1.2475,-1.2533,m
-0.3298,0.0829,m
-1.5272,-1.0102,m
-0.1032,0.0369,m
1.8044,1.3171,m
-0.849,-0.1872,m
-1.6162,-1.1568,m
-0.9869,-0.7347,m
-2.1119,-1.4535,m
0.4307,1.6384,m
-0.0342,0.1446,m
2.1774,1.1275,m
2.0717,1.3656,m
1.4613,-1.0605,m
2.3995,1.1966,m
0.0586,-0.1333,m
1.0193,-0.2613,m
-0.8449,-0.3774,m
2.2929,1.3169,m
0.0949,-0.8544,m
1.3083,-1.8064,m
0.1747,-0.3447,m
-0.0692,1.7284,m
-1.126,0.4105,m
0.6977,-0.6551,m
-1.4122,-0.3574,m
-0.543,0.0001,m
-0.9679,-0.2264,m
-0.1347,0.0707,m
0.7534,1.8882,m
1.3065,-1.7181,m
-0.5414,-0.3317,m
-0.9568,0.848,m
-0.5968,0.2324,m
1.392,-0.8716,m
0.7348,1.6289,m
1.3185,-0.3311,m
-1.1505,-0.0498,m
-1.5281,0.0251,m
1.3853,1.5161,m
0.271,-0.0382,m
-1.7247,-0.4104,m
-0.2588,0.4955,m
-0.2095,0.3446,m
-0.0253,0.0742,m
2.4296,0.8689,m
-1.7046,-0.5536,m
-1.3147,0.1754,m
-1.0933,-0.4626,m
0.2766,-0.3242,m
1.0508,-0.4666,m
-2.1905,-1.3004,m
-0.1843,-0.0314,m
-0.776,0.127,m
-0.0012,-0.9385,m
0.0067,0.0118,m
0.1096,0.5535,m
-0.8529,0.3581,m
-1.0716,-0.6216,m
-0.9708,-0.9056,m
-0.8745,0.7192,m
-1.803,-1.6243,m
-0.8525,-0.2984,m
-0.1578,0.3581,m
-0.5084,-0.7147,m
1.6347,-2.1572,m
1.4583,-0.5087,m
0.2215,0.1475,m
-1.5554,-1.0965,m
0.4131,0.4733,m
-0.4803,0.0507,m
0.6052,1.8559,m
-1.551,-1.595,m
0.0788,-0.0998,m
0.7028,-0.5829,m
-1.7325,-1.3222,m
-0.5216,0.8775,m
-0.2319,0.6257,m
0.0981,0.4646,m
-0.0433,0.605,m
-1.926,-0.3147,m
-1.321,-0.4027,m
1.14,-0.9384,m
-0.6281,-0.2671,m
-1.8718,-0.7801,m
-0.0839,1.0047,m
0.8729,-1.0287,m
0.4347,1.3071,m
-0.3871,0.1042,m
1.2302,-1.5478,m
-1.0689,-1.1107,m
-1.7791,-1.4895,m
1.6726,0.9737,m
-0.5989,-0.5212,m
0.7191,0.0781,m
-1.2774,-1.1232,m
-2.0432,-0.5835,m
-0.2754,1.5182,m
0.8331,-0.2544,m
-1.565,-0.1719,m
-0.0411,0.32,m
0.6115,1.7985,m
-1.0652,0.0456,m
0.8859,-0.2923,m
-0.7484,-0.034,m
-0.9723,0.4731,m
0.1547,0.0373,m
0.4448,0.1351,m
-1.5133,-0.6264,m
-0.4363,0.8206,m
-0.2354,-0.6167,m
0.4781,1.3091,m
0.0725,0.5962,m
-0.7835,-0.0065,m
-1.131,0.1636,m
0.6172,1.3437,m
0.7141,-1.0824,m
0.4948,-0.2805,m
-0.8803,0.4067,m
1.5896,1.7168,m
-1.3241,0.5165,m
1.305,-1.4006,m
-1.365,-0.2134,m
0.0381,0.167,m
-1.7773,-0.8431,m
-1.5045,-1.1403,m
0.252,-0.389,m
-1.5374,-0.6406,m
-0.9739,-0.8177,m
1.3702,-0.8005,m
-0.4,0.0046,m
0.5859,-0.273,m
1.4899,1.5869,m
0.6034,1.8028,m
0.3185,1.6066,m
1.1556,1.4783,m
0.377,1.7225,m
-0.5663,-0.5631,m
1.1992,-0.7535,m
-0.7428,0.6849,m
0.0052,0.2399,m
-1.1193,-0.3149,m
-1.2221,0.1769,m
0.2346,1.4838,m
-1.0479,-0.3818,m
0.3637,-0.2694,m
-0.102,-0.3063,m
-1.2838,-0.2586,m
1.264,1.2139,m
0.1053,-0.2078,m
-0.0434,-0.4418,m
-0.9466,0.4447,m
-0.6283,0.6013,m
-1.2628,-0.5146,m
0.5719,-0.8117,m
0.8298,-0.9388,m
-0.2084,0.332,m
0.3992,-0.5939,m
0.4998,0.7615,m
-0.4519,0.5242,m
-1.3378,-0.4187,m
1.4269,-0.8163,m
0.0914,0.4935,m
-0.3161,0.1773,m
2.1668,1.4483,m
0.8238,0.5867,m
-0.9725,0.1074,m
0.2354,0.7721,m
0.2033,0.6172,m
0.4734,0.3386,m
-1.8422,-1.2294,m
0.4636,-0.7915,m
0.5896,-0.7957,m
2.5733,0.9887,m
-1.9656,-0.6737,m
-0.7614,0.3732,m
-0.8633,0.4963,m
-0.6721,0.6829,m
-0.0982,0.3947,m
0.3202,-0.4645,m
0.7496,1.9191,m
0.0028,-0.0555,m
-1.281,-0.5424,m
0.4524,1.9472,m
0.9333,-0.277,m
-0.8357,-0.5069,m
2.2879,1.216,m
-1.449,-0.0461,m
-0.5463,0.4423,m
-0.2562,-0.1151,m
1.6119,1.3961,m
0.3669,-0.4511,m
0.9231,1.5393,m
-1.2178,-0.1065,m
0.2156,1.9636,m
-0.1077,-0.7926,m
-1.0825,0.3564,m
0.1501,0.4415,m
-0.3466,0.5742,m
-1.6458,-0.0692,m
-0.4119,0.4924,m
-0.68,0.314,m
-1.8219,-0.3414,m
1.1905,-1.673,m
-0.0999,1.9725,m
0.5534,-0.8169,m
-1.4234,-0.6168,m
0.8777,-0.856,m
0.92,-0.7171,m
-0.102,-0.1302,m
-0.1056,-0.3158,m
-0.2823,1.7824,m
1.1157,-0.7556,m
0.8851,-0.3723,m
0.3182,1.8217,m
-0.2228,1.6452,m
-1.1444,0.3042,m
0.8467,-0.6096,m
-0.3048,0.247,m
-0.0911,-0.0844,m
-1.2091,-0.7325,m
0.7288,1.4886,m
-0.9115,-0.4836,m
-0.463,0.0231,m
-1.5472,-0.6102,m
-0.1416,0.2313,m
-0.4885,-0.5658,m
-0.4238,0.0207,m
0.3286,-0.3703,m
-0.8526,-0.2539,m
-1.9835,-0.6555,m
-0.3642,-0.0828,m
-1.7696,-0.5921,m
-1.1998,-0.8256,m
-0.2833,1.8796,m
-0.141,-0.1186,m
-0.1624,-0.3342,m
-0.6096,-0.3059,m
0.137,1.9444,m
0.7642,0.3805,m
-1.5004,-0.3897,m
-1.3832,-0.8259,m
-0.6831,0.4191,m
-0.3643,1.7012,m
-1.0365,-0.1307,m
0.5889,0.5573,m
-1.2445,-0.4975,m
0.6711,0.1807,m
-1.7668,-0.455,m
0.9907,-1.1004,m
-0.348,0.1185,m
-0.59,-0.3284,m
-0.5071,0.6897,m
-1.4616,0.0829,m
-1.8347,-0.7459,m
1.1152,-0.4472,m
-0.9637,0.1083,m
0.9754,-1.3444,m
-0.0897,-0.1154,m
0.7398,0.053,m
0.1228,-0.2831,m
1.2319,-0.7849,m
-1.9221,-1.5027,m
1.116,-0.6593,m
0.7678,-1.2486,m
0.3688,0.4285,m
0.5948,0.5462,m
-0.5789,-0.397,m
1.0939,-1.3729,m
-0.3533,1.9805,m
0.737,-0.1831,m
-1.3906,-0.1184,m
0.976,-1.5271,m
0.2819,-0.761,m
-1.3062,0.1175,m
-2.1255,-1.851,m
-0.3356,0.1823,m
-0.8762,0.2321,m
0.2697,0.0491,m
0.9954,-1.6334,m
0.9406,-0.789,m
0.9737,-1.471,m
1.4373,-1.7278,m
0.6245,-0.2849,m
-1.2269,-0.3081,m
0.7728,-0.7466,m
2.1231,0.9778,m
0.3581,-0.8867,m
-0.6602,-0.0708,m
0.2469,1.6496,m
0.8988,-0.2348,m
0.2217,1.4739,m
-1.0939,0.2889,m
-1.0191,-0.3045,m
-0.2374,-0.0378,m
-0.2378,1.7409,m
-0.006,-0.3199,m
-1.0732,-0.5523,m
-1.8359,-0.8458,m
0.4185,-0.8967,m
1.4716,1.2057,m
-0.6786,0.5359,m
0.1544,-0.6528,m
0.0745,-0.6068,m
-1.631,-1.1561,m
-0.1307,1.7603,m
-1.1936,-0.3278,m
0.1708,-0.5022,m
1.2272,-0.1461,m
1.1484,-1.5189,m
0.4567,0.1914,m
-1.3878,-0.1555,m
-0.5822,-0.5869,m
0.8115,-0.1501,m
0.7444,1.4188,m
1.9799,1.2741,m
-1.2906,-1.0256,m
0.4505,-0.0083,m
2.1248,1.0717,m
0.4959,-0.6141,m
-0.91,-0.6071,m
0.5339,1.8611,m
-0.6008,-0.5394,m
-0.1214,-0.4979,m
0.9772,-1.0111,m
0.7256,-0.6255,m
1.4428,-1.5248,m
1.3421,-1.8045,m
-1.5129,0.3481,m
-1.1782,0.0302,m
-1.4091,-1.0203,m
-0.6689,0.5097,m
0.9449,0.2386,m
-0.5414,-0.6503,m
0.3219,1.6804,m
-1.1058,-0.3509,m
-0.6825,0.1395,m
-0.8148,-0.6817,m
0.4816,-0.6533,m
-1.887,-0.4176,m
-1.8076,-0.5432,m
-1.1688,-0.5558,m
-0.1132,2.1326,m
-1.6398,-1.1597,m
1.0844,0.1477,m
0.378,-0.5599,m
-1.634,0.2794,m
-0.6919,0.7588,m
1.509,-1.1549,m
-1.487,-0.2209,m
1.3721,-0.331,m
0.8744,-0.7687,m
-0.0238,0.0004,m
1.4616,-1.3185,m
-1.5702,-0.7725,m
0.8956,0.3596,m
1.0635,-0.6901,m
-1.3842,-0.1486,m
-1.0844,-0.8679,m
-0.1744,-0.478,m
-0.2158,-0.3534,m
-1.3107,-1.1079,m
0.5243,-0.6481,m
-1.521,-0.6576,m
0.2974,-1.1116,m
-1.8184,-0.8474,m
-0.2109,-0.4916,m
1.0191,-0.5492,m
-0.9458,-0.197,m
-0.3255,0.3881,m
1.1574,-0.4581,m
-0.077,1.8688,m
-0.648,-0.7133,m
-0.5391,0.6481,m
-0.6788,-0.0957,m
1.195,-1.651,m
0.0439,2.034,m
-1.5344,-0.6645,m
-0.4728,0.085,m
-1.1139,0.2758,m
-1.4519,-0.1668,m
-1.2167,0.5692,m
0.71,0.0529,m
0.484,-0.4274,m
0.2078,-0.4274,m
1.0432,-0.2396,m
-1.0663,0.2563,m
2.251,1.2071,m
-0.7374,-0.0677,m
0.9744,-1.3249,m
0.5438,1.6343,m
-1.8056,0.0758,m
1.0766,-1.8325,m
0.714,-1.1933,m
-0.9869,-0.8138,m
-1.0714,-0.6161,m
-0.8468,-0.2128,m
-0.1663,0.1653,m
-1.1356,0.0337,m
-0.8204,-0.7596,m
0.4576,-0.1571,m
0.4179,0.6163,m
-1.1257,0.1935,m
-0.1685,-0.6014,m
1.225,-0.6149,m
0.2051,-0.4706,m
0.0821,-0.3982,m
2.6791,1.171,m
0.3766,-0.6426,m
-0.8254,0.481,m
-1.3126,-0.4983,m
0.8749,1.8188,m
-1.5529,-1.0165,m
0.275,-0.2021,m
-1.4594,-0.1081,m
-0.7066,-0.3782,m
0.2137,-0.4499,m
-1.1109,0.3085,m
-1.2335,-0.7027,m
-0.966,0.4866,m
1.8544,1.3762,m
-0.6447,-0.238,m
2.1979,0.9354,m
-1.5127,-0.2702,m
-1.2076,-0.8543,m
0.1526,-0.8747,m
1.1915,-1.2474,m
0.2373,0.0367,m
0.9082,1.4834,m
0.7784,-0.6943,m
1.1471,-1.0081,m
-0.296,0.2546,m
0.2759,-0.2176,m
1.141,-0.286,m
-1.8173,-0.705,m
-1.8851,-0.7265,m
-0.0014,-0.6995,m
1.3363,-1.0737,m
-1.1463,-0.5079,m
0.1374,-0.2466,m
0.8545,-0.8268,m
-1.4658,-0.0358,m
-1.2498,-1.1352,m
-1.536,-0.5979,m
2.0393,1.3631,m
-0.1777,-0.5505,m
1.9465,1.527,m
1.4025,-1.1277,m
-0.3226,-0.2636,m
0.0436,0.0126,m
0.7396,0.2032,m
1.2922,-1.0434,m
-1.9403,-1.6095,m
0.4024,-0.3902,m
-1.4252,-0.3566,m
-0.23,1.9999,m
0.2808,0.3435,m
-2.1691,-0.5229,m
0.2716,1.823,m
0.0188,0.0512,m
-1.3566,-0.2579,m
-1.896,-1.4577,m
-0.2344,-0.6561,m
0.0968,-0.2254,m
-0.274,0.4891,m
-1.7772,-0.3783,m
-1.7941,-0.9539,m
-1.5277,-1.1662,m
1.2474,-1.6191,m
-1.9524,-0.8998,m
0.4562,0.2778,m
0.7241,-0.574,m
0.9287,-0.9022,m
-0.641,0.5158,m
-0.9023,-0.36,m
1.075,-0.9855,m
-0.966,-0.6276,m
-0.2412,0.7742,m
0.5213,0.3754,m
-0.3409,0.1692,m
-1.3112,0.0072,m
-1.4029,-0.1068,m
0.2649,-0.375,m
-0.2509,0.3267,m
1.2606,-1.5704,m
0.9206,1.1186,m
0.9322,1.4312,m
-0.0275,-0.5821,m
1.0846,-0.9964,m
-2.0758,-1.7833,m
1.7753,1.1885,m
-0.2209,0.1204,m
-1.5753,-1.2569,m
-1.5101,-0.2765,m
-1.2448,-0.0104,m
-1.2231,0.0836,m
-1.3174,0.0399,m
-1.4489,-0.7008,m
0.9829,-1.3113,m
-1.7147,-0.6532,m
-0.6145,-1.363,p
-0.1171,1.4678,p
-1.5743,0.9422,p
0.6024,1.0622,p
-1.5173,0.9461,p
0.1429,-0.7856,p
-0.278,-1.0855,p
-0.0674,1.8518,p
0.7735,0.6167,p
-1.013,1.0741,p
-0.007,-1.1512,p
-0.4296,-0.7216,p
-2.3212,0.0861,p
-0.5339,1.1537,p
-0.5187,-0.7986,p
-0.2275,-1.0598,p
0.0386,-1.2587,p
0.4089,-1.1495,p
-0.7613,-1.4417,p
-0.5032,1.3538,p
0.0114,1.6606,p
-0.2201,-1.1175,p
0.2491,-1.464,p
-0.1439,1.6782,p
1.0805,1.0339,p
-0.1832,1.1455,p
0.311,1.6773,p
-0.9139,-0.9194,p
-0.9412,0.976,p
-0.2587,1.3374,p
-0.4389,-0.9605,p
0.8441,0.2426,p
1.4436,0.0946,p
-0.3417,-1.3119,p
0.6151,0.5576,p
0.6458,0.7782,p
0.7515,1.5767,p
1.014,0.5548,p
0.792,0.9877,p
-0.8115,-1.2068,p
-1.5537,0.5879,p
-1.2902,1.5245,p
0.3118,-1.2267,p
-1.3189,1.0981,p
-0.6717,1.3502,p
0.1022,-1.0321,p
1.2352,0.9079,p
-1.0836,1.1873,p
0.1335,-1.0589,p
1.3766,0.5831,p
1.3123,0.2075,p
-0.591,-1.0782,p
0.0114,-1.4562,p
-1.0366,1.0428,p
2.2475,-1.4014,p
0.2988,1.519,p
-0.3474,-1.4986,p
0.5345,1.991,p
-0.5325,1.217,p
-1.137,1.1614,p
-0.2656,-1.1977,p
-1.2393,0.788,p
-0.5324,-1.169,p
0.8485,0.4019,p
0.187,-1.0229,p
1.1224,0.8617,p
-0.3374,1.4844,p
0.0899,-1.0868,p
-1.827,0.3786,p
-0.8908,0.9999,p
0.0209,-0.973,p
1.177,-0.2767,p
0.0762,-1.2728,p
-0.7449,0.987,p
-0.515,0.976,p
-0.1385,-1.2658,p
1.1594,0.7763,p
-0.7667,-1.2977,p
0.4828,-1.2297,p
0.5714,-1.5258,p
-1.2589,-0.9116,p
1.2861,1.0738,p
0.1428,-1.5578,p
0.6825,-0.1458,p
-0.1323,0.9544,p
-0.2181,-0.8819,p
-1.2325,0.8896,p
1.2339,0.4581,p
-1.5761,0.5878,p
0.0662,1.6207,p
-0.0199,-1.3181,p
0.5269,-1.0202,p
-0.6983,-1.263,p
-0.6801,1.6834,p
0.6547,1.1409,p
0.0496,-1.0502,p
-0.6509,1.1246,p
-0.644,-0.7797,p
1.6427,-0.308,p
0.3754,1.2733,p
-0.0339,-1.6615,p
0.8263,0.8398,p
0.9809,0.0921,p
-0.1139,-1.4967,p
-0.9301,0.758,p
0.6594,1.0699,p
0.5383,1.3794,p
1.3183,0.2177,p
1.3815,-0.2442,p
-0.4966,1.0667,p
0.0194,-1.1258,p
1.7212,-0.4482,p
1.1797,0.3336,p
-0.0931,1.5208,p
1.3967,0.5409,p
1.5485,0.4817,p
-0.5441,-0.8306,p
0.2382,1.7395,p
-0.012,1.4161,p
-0.4181,-1.2567,p
-1.3983,1.1942,p
-1.1917,1.2271,p
-1.3345,0.8782,p
0.4226,1.737,p
-0.1218,-1.1422,p
-1.0326,0.6544,p
-0.3507,-1.0031,p
0.5855,1.1503,p
1.0085,0.4798,p
-0.2914,-0.8584,p
0.4648,-1.258,p
-0.1876,-0.9978,p
0.3393,0.8807,p
-0.2323,-1.3966,p
-0.3218,-1.1194,p
1.2977,0.1862,p
1.124,0.2933,p
0.3133,-1.0669,p
-0.8289,1.0629,p
1.4431,-0.0447,p
-0.5813,1.3584,p
-0.8688,1.3802,p
0.9227,0.2455,p
-0.5358,1.0476,p
0.5224,1.46,p
-0.8549,1.4421,p
0.4939,-1.0142,p
0.287,-1.4476,p
-1.9672,0.6114,p
-0.0537,-1.5168,p
0.4505,1.6017,p
0.7836,1.388,p
-0.4463,-0.8613,p
1.9716,0.041,p
-0.3072,0.9382,p
1.3414,-0.689,p
0.5375,-1.3861,p
0.0681,-0.7604,p
-0.0083,1.7642,p
1.6556,0.239,p
0.0726,-1.3121,p
-2.3736,-0.01,p
-1.1889,1.1369,p
-1.0596,-1.5428,p
-0.9078,1.2627,p
-0.9838,-0.8069,p
-0.6208,-1.1164,p
-1.1879,-1.318,p
1.2782,0.3734,p
1.2937,0.1531,p
-0.8782,-1.1614,p
0.088,-1.2523,p
-0.6524,1.1399,p
-0.0656,-1.5736,p
0.021,-0.9049,p
-1.5821,0.8071,p
0.0379,-1.6385,p
0.0886,-0.8443,p
-0.5137,-1.2108,p
0.417,-1.543,p
-0.337,1.8533,p
1.344,-0.2614,p
-0.9649,-0.9783,p
-0.3052,1.1774,p
-0.0845,1.1495,p
-0.7238,-1.2586,p
-0.0789,-1.3494,p
0.4112,1.4665,p
-0.1479,1.6028,p
-0.0117,-1.3395,p
1.0955,0.74,p
2.5945,-1.1546,p
0.614,0.908,p
-0.5336,-1.4036,p
-1.0272,1.3082,p
0.8933,0.3447,p
1.2955,-0.028,p
0.5687,1.443,p
1.0781,0.4365,p
-0.506,-1.2043,p
-0.1473,1.8524,p
-0.2536,-0.9315,p
0.0803,-1.148,p
0.5139,0.7148,p
1.1193,1.14,p
-0.2073,-0.745,p
-0.5472,1.7056,p
-0.0686,1.7161,p
-0.0341,-1.0668,p
0.8038,0.6004,p
-0.6471,-1.2185,p
0.4069,-0.9397,p
1.8789,-0.1409,p
-0.4482,0.9096,p
0.0786,1.6299,p
-0.6389,1.2811,p
-0.9505,0.5325,p
-1.0246,0.8489,p
-1.4096,0.8943,p
0.6319,1.7398,p
0.2345,0.9582,p
0.9621,0.8506,p
0.0432,-1.3918,p
-0.5088,-1.4076,p
2.064,-0.8934,p
-0.9482,-0.9824,p
-1.5282,0.6557,p
0.8707,1.289,p
-1.0817,0.8896,p
-0.7945,1.0697,p
1.8476,-0.3768,p
1.0197,0.9969,p
-1.0634,-1.0668,p
-0.7794,-1.0398,p
1.2087,-0.2713,p
-0.5226,-1.3057,p
-0.79,-0.8227,p
-0.6313,-0.9138,p
-3.0898,-0.8317,p
1.2687,-0.519,p
-0.5957,-1.3346,p
-0.6846,0.9893,p
-1.522,0.9335,p
0.0652,-0.7657,p
-0.4341,-1.1027,p
0.3718,-0.8094,p
1.2429,0.5545,p
0.5925,0.9731,p
0.5171,-0.9312,p
-1.7997,0.6763,p
0.8969,0.2943,p
0.0329,1.8783,p
1.1598,0.7026,p
1.1234,0.4221,p
2.0075,-0.6954,p
1.122,0.8215,p
0.444,1.1437,p
-0.5065,1.2405,p
0.2616,-0.6727,p
-0.5979,1.2203,p
-0.9543,-1.1909,p
0.1653,-1.579,p
-1.0316,1.1814,p
1.5885,-0.0963,p
-0.3336,-1.3381,p
-0.9166,-0.8627,p
1.5329,0.3679,p
0.1201,-1.1176,p
-0.8062,0.9412,p
-1.536,0.6848,p
0.21,2.1836,p
1.4089,0.2577,p
0.857,0.8752,p
0.1082,-0.7691,p
1.0655,0.3987,p
0.7213,0.7305,p
0.8262,1.4188,p
0.2582,-0.8495,p
1.2278,-0.0874,p
0.1667,0.8702,p
-0.5421,1.1178,p
-0.295,-1.2243,p
-0.7256,-1.1681,p
0.5861,0.4025,p
1.1832,-0.7889,p
-0.729,1.3682,p
-0.5037,1.026,p
-1.158,-0.6407,p
-0.8434,1.4015,p
0.2055,-1.2805,p
1.3095,0.6276,p
-0.1381,-1.0289,p
1.1327,1.0651,p
-0.6795,-1.0729,p
1.1946,0.8117,p
0.1213,1.631,p
0.2885,1.6209,p
0.6107,0.6492,p
0.8991,0.538,p
1.2925,0.2305,p
1.1784,-0.0335,p
1.267,0.7753,p
1.3122,0.1514,p
0.2935,-1.4972,p
0.431,-1.329,p
-0.4739,-0.9109,p
-1.6568,0.8346,p
0.2366,-1.2607,p
0.6898,1.57,p
0.6727,1.0673,p
0.1763,1.9386,p
0.9477,0.9851,p
-0.7005,-1.2494,p
0.8332,0.6529,p
-1.0962,1.1634,p
-0.5497,-1.0711,p
0.5954,0.4287,p
0.3843,2.1544,p
0.0643,-1.2823,p
-1.6322,0.7278,p
0.1963,1.0793,p
-1.7037,0.8689,p
-0.6308,-0.8668,p
0.2837,2.3726,p
1.033,0.0331,p
-0.2742,-0.9899,p
-0.7168,-1.0265,p
1.1027,0.2532,p
-0.7696,0.6374,p
0.8792,1.0309,p
-0.0696,-0.896,p
-0.7051,-0.9299,p
-0.6141,-1.4253,p
0.9085,0.5216,p
-1.0377,0.9838,p
-0.9447,-1.4344,p
-0.8467,-0.8709,p
-0.9668,0.5923,p
-0.9736,1.0495,p
0.1209,1.7223,p
1.3913,-0.3762,p
-0.6898,-1.3346,p
-1.7368,0.3667,p
1.8792,0.1158,p
-0.0198,-1.2163,p
0.945,0.3095,p
-0.6894,-1.454,p
1.0199,0.7201,p
1.0598,0.7633,p
0.4218,2.3283,p
-1.2076,-1.2198,p
-0.9565,1.0018,p
-0.3379,-0.9102,p
-0.0145,-1.1518,p
-1.4731,0.5203,p
-0.1273,-1.3345,p
-1.0786,1.0128,p
1.5208,-0.0653,p
0.9116,2.0953,p
0.4966,1.2656,p
0.0087,-0.9176,p
0.6799,0.7392,p
0.7809,0.9111,p
0.2998,-1.1789,p
0.6571,1.0479,p
1.2909,-0.3905,p
0.2543,2.4238,p
0.3738,0.9661,p
-0.1923,1.6567,p
-2.0603,0.3917,p
-0.8172,-1.1857,p
-0.8013,1.78,p
1.2189,1.0366,p
-1.0117,0.7677,p
0.3741,-1.3887,p
-0.7718,-1.3783,p
-1.3151,1.119,p
-0.6869,-1.2851,p
-0.3977,-1.2776,p
0.143,0.8451,p
0.4167,-1.2844,p
0.2749,1.1765,p
1.3665,-0.6429,p
0.5946,0.677,p
1.6639,-0.4021,p
-1.3598,0.8867,p
1.0383,0.9522,p
1.0808,0.3775,p
-0.3797,-1.2655,p
0.669,0.9804,p
-0.4795,0.9103,p
1.7978,0.0607,p
-1.6261,0.293,p
-0.1515,-1.1131,p
-1.0698,1.3048,p
-1.0225,0.9677,p
0.5692,-0.8581,p
1.0777,0.7204,p
